EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_1,FIGHTER_2,FIGHTER_1_RESULT,FIGHTER_2_RESULT,JUDGE_1,JUDGE_1_SCORE,JUDGE_2,JUDGE_2_SCORE,JUDGE_3,JUDGE_3_SCORE
UFC 129: St-Pierre vs Shields ,John Makdessi  vs. Kyle Watson ,W/L,Lightweight Bout,KO/TKO ,3,1:27,3 Rnd (5-5-5),Dan Miragliotta,Spinning Back Fist Head ,http://ufcstats.com/fight-details/6d3655c731347f94,John Makdessi,Kyle Watson,W,L,,,,,,
UFC 129: St-Pierre vs Shields ,Yves Jabouin  vs. Pablo Garza ,L/W,Featherweight Bout,Submission ,1,4:31,3 Rnd (5-5-5),Yves Lavigne,Flying Triangle ,http://ufcstats.com/fight-details/8348ff428d1687ab,Yves Jabouin,Pablo Garza,L,W,,,,,,
UFC Fight Night: Nogueira vs Davis ,Phil Davis  vs. Rogerio Nogueira ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Lester Griffin 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/28b405fe1552ccad,Phil Davis,Rogerio Nogueira,W,L,amato,27 - 30,Lester Griffin,27 - 30,Glenn Trowbridge,27 - 30
UFC Fight Night: Nogueira vs Davis ,Anthony Johnson  vs. Dan Hardy ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Lester Griffin 27 - 30.Dave Hagen 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/60f3232bc7a73b15,Anthony Johnson,Dan Hardy,W,L,Lester Griffin,27 - 30,Dave Hagen,27 - 30,Chris Lee,27 - 30
UFC Fight Night: Nogueira vs Davis ,DaMarques Johnson  vs. Amir Sadollah ,L/W,Welterweight Bout,KO/TKO ,2,3:27,3 Rnd (5-5-5),Mario Yamasaki,Elbows to Head From MountSubmission to Strikes,http://ufcstats.com/fight-details/de78bdd8c734e8ab,DaMarques Johnson,Amir Sadollah,L,W,,,,,,
UFC Fight Night: Nogueira vs Davis ,Chan Sung Jung  vs. Leonard Garcia ,W/L,Featherweight Bout,Submission ,2,4:59,3 Rnd (5-5-5),Dan Miragliotta,Twister From Back Control ,http://ufcstats.com/fight-details/bb70048e290f4a86,Chan Sung Jung,Leonard Garcia,W,L,,,,,,
UFC Fight Night: Nogueira vs Davis ,Jon Madsen  vs. Mike Russow ,L/W,Heavyweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Anthony Hamlett,Eye Injury,http://ufcstats.com/fight-details/70e78fcf793bc82b,Jon Madsen,Mike Russow,L,W,,,,,,
UFC Fight Night: Nogueira vs Davis ,Alex Caceres  vs. Mackens Semerzier ,L/W,Featherweight Bout,Submission ,1,3:18,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke ,http://ufcstats.com/fight-details/28f57f60a46654f6,Alex Caceres,Mackens Semerzier,L,W,,,,,,
UFC Fight Night: Nogueira vs Davis ,John Hathaway  vs. Kris McCray ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Lester Griffin 29 - 28.Sal D'amato 28 - 29.Randy Corley 28 - 29.,http://ufcstats.com/fight-details/60d27c73e4a20318,John Hathaway,Kris McCray,W,L,Lester Griffin,29 - 28,amato,28 - 29,Randy Corley,28 - 29
UFC Fight Night: Nogueira vs Davis ,Michael McDonald  vs. Edwin Figueroa ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,Terry Boehlke 27 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/c67473192bda50d8,Michael McDonald,Edwin Figueroa,W,L,Terry Boehlke,27 - 30,Chris Lee,27 - 30,Glenn Trowbridge,27 - 30
UFC Fight Night: Nogueira vs Davis ,Sean McCorkle  vs. Christian Morecraft ,L/W,Heavyweight Bout,Submission ,2,4:10,3 Rnd (5-5-5),Anthony Hamlett,Guillotine Choke StandingTechnical Submission,http://ufcstats.com/fight-details/774f7eed6b0180be,Sean McCorkle,Christian Morecraft,L,W,,,,,,
UFC Fight Night: Nogueira vs Davis ,Johny Hendricks  vs. TJ Waldburger ,W/L,Welterweight Bout,KO/TKO ,1,1:35,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/a1f4a5fcef50915b,Johny Hendricks,TJ Waldburger,W,L,,,,,,
UFC Fight Night: Nogueira vs Davis ,Mario Miranda  vs. Aaron Simpson ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Terry Boehlke 26 - 30.Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.,http://ufcstats.com/fight-details/89d39663ff1b890e,Mario Miranda,Aaron Simpson,L,W,Terry Boehlke,26 - 30,Chris Lee,27 - 30,Glenn Trowbridge,27 - 30
UFC Fight Night: Nogueira vs Davis ,Waylon Lowe  vs. Nik Lentz ,L/W,Lightweight Bout,Submission ,3,2:24,3 Rnd (5-5-5),Anthony Hamlett,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/04d97700dbdaef5e,Waylon Lowe,Nik Lentz,L,W,,,,,,
UFC 128: Shogun vs Jones ,Mauricio Rua  vs. Jon Jones ,L/W,UFC Light Heavyweight Title Bout,KO/TKO ,3,2:37,5 Rnd (5-5-5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/dc2a3aeac1441991,Mauricio Rua,Jon Jones,L,W,,,,,,
UFC 128: Shogun vs Jones ,Urijah Faber  vs. Eddie Wineland ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Doug Crosby 28 - 29.Romulo Bittencourt 28 - 29.Jon Bilyk 28 - 29.,http://ufcstats.com/fight-details/dd3ea525fe1898f1,Urijah Faber,Eddie Wineland,W,L,Doug Crosby,28 - 29,Romulo Bittencourt,28 - 29,Jon Bilyk,28 - 29
UFC 128: Shogun vs Jones ,Jim Miller  vs. Kamal Shalorus ,W/L,Lightweight Bout,KO/TKO ,3,2:15,3 Rnd (5-5-5),Kevin Mulhall,Knee to Head In Clinch ,http://ufcstats.com/fight-details/2a28ce0035468735,Jim Miller,Kamal Shalorus,W,L,,,,,,
UFC 128: Shogun vs Jones ,Dan Miller  vs. Nate Marquardt ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 27 - 30.Cardo Urso 27 - 30.Jon Bilyk 27 - 30.,http://ufcstats.com/fight-details/376beb49aadb06d6,Dan Miller,Nate Marquardt,L,W,Doug Crosby,27 - 30,Cardo Urso,27 - 30,Jon Bilyk,27 - 30
UFC 128: Shogun vs Jones ,Mirko Filipovic  vs. Brendan Schaub ,L/W,Heavyweight Bout,KO/TKO ,3,3:44,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/077667e3aaf314db,Mirko Filipovic,Brendan Schaub,L,W,,,,,,
UFC 128: Shogun vs Jones ,Luiz Cane  vs. Eliot Marshall ,W/L,Light Heavyweight Bout,KO/TKO ,1,2:15,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/e1563825c36aad26,Luiz Cane,Eliot Marshall,W,L,,,,,,
UFC 128: Shogun vs Jones ,Edson Barboza  vs. Anthony Njokuani ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Jon Bilyk 28 - 29.Dave Tirelli 28 - 29.Vincent Sinclair 28 - 29.,http://ufcstats.com/fight-details/42e7cc48c31d8f29,Edson Barboza,Anthony Njokuani,W,L,Jon Bilyk,28 - 29,Dave Tirelli,28 - 29,Vincent Sinclair,28 - 29
UFC 128: Shogun vs Jones ,Ricardo Almeida  vs. Mike Pyle ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Tony Tamburrino 28 - 29.Doug Crosby 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/a8cf22bc7d05c0a1,Ricardo Almeida,Mike Pyle,L,W,Tony Tamburrino,28 - 29,Doug Crosby,28 - 29,Cardo Urso,28 - 29
UFC 128: Shogun vs Jones ,Kurt Pellegrino  vs. Gleison Tibau ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 28 - 29.Tony Tamburrino 29 - 28.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/e595cb4bfc26193b,Kurt Pellegrino,Gleison Tibau,L,W,Doug Crosby,28 - 29,Tony Tamburrino,29 - 28,Cardo Urso,28 - 29
UFC 128: Shogun vs Jones ,Joseph Benavidez  vs. Ian Loveland ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Romulo Bittencourt 28 - 29.William Mason 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/04193f1fff93ddb1,Joseph Benavidez,Ian Loveland,W,L,Romulo Bittencourt,28 - 29,William Mason,27 - 30,Dave Tirelli,27 - 30
UFC 128: Shogun vs Jones ,Constantinos Philippou  vs. Nick Catone ,L/W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Jon Bilyk 27 - 30.Tony Tamburrino 27 - 30.Vincent Sinclair 27 - 30.,http://ufcstats.com/fight-details/560cec2acc9b0a13,Constantinos Philippou,Nick Catone,L,W,Jon Bilyk,27 - 30,Tony Tamburrino,27 - 30,Vincent Sinclair,27 - 30
UFC 128: Shogun vs Jones ,Erik Koch  vs. Raphael Assuncao ,W/L,Featherweight Bout,KO/TKO ,1,2:32,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/18b31990d1808419,Erik Koch,Raphael Assuncao,W,L,,,,,,
UFC Live: Sanchez vs Kampmann ,Diego Sanchez  vs. Martin Kampmann ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Sal D'amato 28 - 29.Mattingly William 28 - 29.,http://ufcstats.com/fight-details/42536a8cf2eda678,Diego Sanchez,Martin Kampmann,W,L,Chris Lee,28 - 29,amato,28 - 29,Mattingly William,28 - 29
UFC Live: Sanchez vs Kampmann ,CB Dollaway  vs. Mark Munoz ,L/W,Middleweight Bout,KO/TKO ,1,0:54,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/08602f790f09d949,CB Dollaway,Mark Munoz,L,W,,,,,,
UFC Live: Sanchez vs Kampmann ,Alessio Sakara  vs. Chris Weidman ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,George Conley 27 - 30.Sal D'amato 27 - 30.William Mattingly 27 - 30.,http://ufcstats.com/fight-details/4186686dbd9957cd,Alessio Sakara,Chris Weidman,L,W,George Conley,27 - 30,amato,27 - 30,William Mattingly,27 - 30
UFC Live: Sanchez vs Kampmann ,Brian Bowles  vs. Damacio Page ,W/L,Bantamweight Bout,Submission ,1,3:30,3 Rnd (5-5-5),Chris Kinman,Guillotine Choke After Drop to GuardTechnical Submission,http://ufcstats.com/fight-details/f06030bf27ebe337,Brian Bowles,Damacio Page,W,L,,,,,,
UFC Live: Sanchez vs Kampmann ,Steve Cantwell  vs. Cyrille Diabate ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,George Conley 27 - 30.Andrew Tomazik 25 - 30.Sal D'amato 26 - 30.,http://ufcstats.com/fight-details/67afd8e69820ffa0,Steve Cantwell,Cyrille Diabate,L,W,George Conley,27 - 30,Andrew Tomazik,25 - 30,amato,26 - 30
UFC Live: Sanchez vs Kampmann ,Joe Stevenson  vs. Danny Castillo ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Copeland,Andrew Tomazik 27 - 30.Sal D'amato 28 - 29.George Conley 28 - 29.,http://ufcstats.com/fight-details/bbbb4c62c35f5390,Joe Stevenson,Danny Castillo,L,W,Andrew Tomazik,27 - 30,amato,28 - 29,George Conley,28 - 29
UFC Live: Sanchez vs Kampmann ,Thiago Tavares  vs. Shane Roller ,L/W,Lightweight Bout,KO/TKO ,2,1:28,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/16b0e962beb6d15e,Thiago Tavares,Shane Roller,L,W,,,,,,
UFC Live: Sanchez vs Kampmann ,Takeya Mizugaki  vs. Reuben Duran ,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Andrew Tomazik 30 - 27.William Mattingly 27 - 30.Jeff Blatnick 28 - 29.,http://ufcstats.com/fight-details/d59b40be94d5a609,Takeya Mizugaki,Reuben Duran,W,L,Andrew Tomazik,30 - 27,William Mattingly,27 - 30,Jeff Blatnick,28 - 29
UFC Live: Sanchez vs Kampmann ,Rob Kimmons  vs. Dongi Yang ,L/W,Middleweight Bout,KO/TKO ,2,4:47,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Back Control ,http://ufcstats.com/fight-details/de2513c984996c8c,Rob Kimmons,Dongi Yang,L,W,,,,,,
UFC Live: Sanchez vs Kampmann ,David Branch  vs. Rousimar Palhares ,L/W,Middleweight Bout,Submission ,2,1:44,3 Rnd (5-5-5),Mario Yamasaki,Kneebar On Ground ,http://ufcstats.com/fight-details/1fa6d636d283ac84,David Branch,Rousimar Palhares,L,W,,,,,,
UFC Live: Sanchez vs Kampmann ,Igor Pokrajac  vs. Todd Brown ,W/L,Light Heavyweight Bout,KO/TKO ,1,5:00,3 Rnd (5-5-5),Chris Kinman,toCorner Stoppage,http://ufcstats.com/fight-details/3ce9e07f51239edd,Igor Pokrajac,Todd Brown,W,L,,,,,,
UFC 127: Penn vs Fitch ,BJ Penn  vs. Jon Fitch ,D/D,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 29 - 28.Sal D'amato 28 - 28.Chris Lee 28 - 28.,http://ufcstats.com/fight-details/f825e17e7a1332cd,BJ Penn,Jon Fitch,D,D,Barry Foley,29 - 28,amato,28 - 28,Chris Lee,28 - 28
UFC 127: Penn vs Fitch ,Michael Bisping  vs. Jorge Rivera ,W/L,Middleweight Bout,KO/TKO ,2,1:54,3 Rnd (5-5-5),Marc Goddard,Punches to Head In Clinch ,http://ufcstats.com/fight-details/0f461c4ddf70eff9,Michael Bisping,Jorge Rivera,W,L,,,,,,
UFC 127: Penn vs Fitch ,George Sotiropoulos  vs. Dennis Siver ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Sal D'amato 28 - 29.Kon Papaioannou 28 - 30.Paul Sutherland 27 - 30.,http://ufcstats.com/fight-details/2dd864ec1a1a4031,George Sotiropoulos,Dennis Siver,L,W,amato,28 - 29,Kon Papaioannou,28 - 30,Paul Sutherland,27 - 30
UFC 127: Penn vs Fitch ,Brian Ebersole  vs. Chris Lytle ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Chris Lee 27 - 30.Barry Foley 28 - 29.Evan Bzadough 28 - 29.,http://ufcstats.com/fight-details/d5e7fe1f5035505c,Brian Ebersole,Chris Lytle,W,L,Chris Lee,27 - 30,Barry Foley,28 - 29,Evan Bzadough,28 - 29
UFC 127: Penn vs Fitch ,Chris Camozzi  vs. Kyle Noke ,L/W,Middleweight Bout,Submission ,1,1:35,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/76e6177c401f2176,Chris Camozzi,Kyle Noke,L,W,,,,,,
UFC 127: Penn vs Fitch ,Ross Pearson  vs. Spencer Fisher ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 27 - 30.Evan Bzadough 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/72372c31dee3cadc,Ross Pearson,Spencer Fisher,W,L,Chris Lee,27 - 30,Evan Bzadough,28 - 29,amato,28 - 29
UFC 127: Penn vs Fitch ,Alexander Gustafsson  vs. James Te Huna ,W/L,Light Heavyweight Bout,Submission ,1,4:27,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/fec8b9760d6bb235,Alexander Gustafsson,James Te Huna,W,L,,,,,,
UFC 127: Penn vs Fitch ,Nick Ring  vs. Riki Fukuda ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Evan Bzadough 28 - 29.Sal D'amato 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/ae07b35f2797242e,Nick Ring,Riki Fukuda,W,L,Evan Bzadough,28 - 29,amato,28 - 29,Paul Sutherland,28 - 29
UFC 127: Penn vs Fitch ,Tom Blackledge  vs. Anthony Perosh ,L/W,Light Heavyweight Bout,Submission ,1,2:45,3 Rnd (5-5-5),John Sharp,Rear Naked Choke ,http://ufcstats.com/fight-details/e4b5f0358ce7bad4,Tom Blackledge,Anthony Perosh,L,W,,,,,,
UFC 127: Penn vs Fitch ,Zhang Tiequan  vs. Jason Reinhardt ,W/L,Featherweight Bout,Submission ,1,0:48,3 Rnd (5-5-5),Steve Perceval,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/5b6796a9194d339b,Zhang Tiequan,Jason Reinhardt,W,L,,,,,,
UFC 127: Penn vs Fitch ,Mark Hunt  vs. Chris Tuchscherer ,W/L,Heavyweight Bout,KO/TKO ,2,1:41,3 Rnd (5-5-5),John Sharp,Punch to Head In Clinch ,http://ufcstats.com/fight-details/6ac1478baeddaae8,Mark Hunt,Chris Tuchscherer,W,L,,,,,,
UFC 127: Penn vs Fitch ,Maciej Jewtuszko  vs. Curt Warburton ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Bzadough 28 - 29.Sal D'amato 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/062816ff1b591bbb,Maciej Jewtuszko,Curt Warburton,L,W,Evan Bzadough,28 - 29,amato,28 - 29,Paul Sutherland,28 - 29
UFC 126: Silva vs Belfort ,Anderson Silva  vs. Vitor Belfort ,W/L,UFC Middleweight Title Bout,KO/TKO ,1,3:25,5 Rnd (5-5-5-5-5),Mario Yamasaki,Kick to Head At DistanceFront Kick,http://ufcstats.com/fight-details/87c73e2086214b5c,Anderson Silva,Vitor Belfort,W,L,,,,,,
UFC 126: Silva vs Belfort ,Forrest Griffin  vs. Rich Franklin ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Doug Crosby 28 - 29.Patricia Morse-Jarman 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/d2246624da1c4e38,Forrest Griffin,Rich Franklin,W,L,Doug Crosby,28 - 29,Jarman,28 - 29,Tony Weeks,28 - 29
UFC 126: Silva vs Belfort ,Jon Jones  vs. Ryan Bader ,W/L,Light Heavyweight Bout,Submission ,2,4:20,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Half Guard ,http://ufcstats.com/fight-details/65ce293c20bd25e2,Jon Jones,Ryan Bader,W,L,,,,,,
UFC 126: Silva vs Belfort ,Jake Ellenberger  vs. Carlos Eduardo Rocha ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 30 - 27.Junichiro Kamijo 28 - 29.Abe Belardo 28 - 29.,http://ufcstats.com/fight-details/d1cda3a0c148b725,Jake Ellenberger,Carlos Eduardo Rocha,W,L,Adalaide Byrd,30 - 27,Junichiro Kamijo,28 - 29,Abe Belardo,28 - 29
UFC 126: Silva vs Belfort ,Miguel Torres  vs. Antonio Banuelos ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 27 - 30.Tony Weeks 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/ce6f4d06fe5b51f3,Miguel Torres,Antonio Banuelos,W,L,Doug Crosby,27 - 30,Tony Weeks,27 - 30,Junichiro Kamijo,27 - 30
UFC 126: Silva vs Belfort ,Donald Cerrone  vs. Paul Kelly ,W/L,Lightweight Bout,Submission ,2,3:48,3 Rnd (5-5-5),Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/6b7033df94818cee,Donald Cerrone,Paul Kelly,W,L,,,,,,
UFC 126: Silva vs Belfort ,Chad Mendes  vs. Michihiro Omigawa ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/ae3ab5d1892153ef,Chad Mendes,Michihiro Omigawa,W,L,amato,27 - 30,Jarman,27 - 30,Tony Weeks,27 - 30
UFC 126: Silva vs Belfort ,Norifumi Yamamoto  vs. Demetrious Johnson ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Doug Crosby 28 - 29.Abe Belardo 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/20aa994cd23074b9,Norifumi Yamamoto,Demetrious Johnson,L,W,Doug Crosby,28 - 29,Abe Belardo,27 - 30,Junichiro Kamijo,27 - 30
UFC 126: Silva vs Belfort ,Paul Taylor  vs. Gabe Ruediger ,W/L,Lightweight Bout,KO/TKO ,2,1:42,3 Rnd (5-5-5),Kim Winslow,Kick to Head In Clinch ,http://ufcstats.com/fight-details/95f136c07f9834be,Paul Taylor,Gabe Ruediger,W,L,,,,,,
UFC 126: Silva vs Belfort ,Kyle Kingsbury  vs. Ricardo Romero ,W/L,Light Heavyweight Bout,KO/TKO ,1,0:21,3 Rnd (5-5-5),Steve Mazzagatti,Punch to Head In Clinch ,http://ufcstats.com/fight-details/c1843fa8f113d321,Kyle Kingsbury,Ricardo Romero,W,L,,,,,,
UFC 126: Silva vs Belfort ,Mike Pierce  vs. Kenny Robertson ,W/L,Welterweight Bout,KO/TKO ,2,0:29,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/791b8b3a475487e9,Mike Pierce,Kenny Robertson,W,L,,,,,,
UFC Fight Night: Fight for the Troops 2 ,Melvin Guillard  vs. Evan Dunham ,W/L,Lightweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Mario Yamasaki,Knees to Head In Clinch ,http://ufcstats.com/fight-details/6963c65b49e47277,Melvin Guillard,Evan Dunham,W,L,,,,,,
UFC Fight Night: Fight for the Troops 2 ,Matt Mitrione  vs. Tim Hague ,W/L,Heavyweight Bout,KO/TKO ,1,2:59,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/a60ba933a7ea898e,Matt Mitrione,Tim Hague,W,L,,,,,,
UFC Fight Night: Fight for the Troops 2 ,Mark Hominick  vs. George Roop ,W/L,Featherweight Bout,KO/TKO ,1,1:28,3 Rnd (5-5-5),Don Turnage,Punch to Head At Distance ,http://ufcstats.com/fight-details/9a71dc94152a76ac,Mark Hominick,George Roop,W,L,,,,,,
UFC Fight Night: Fight for the Troops 2 ,Pat Barry  vs. Joey Beltran ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Brock Groom 27 - 30.Chris Lee 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/4abf375aa97364f6,Pat Barry,Joey Beltran,W,L,Brock Groom,27 - 30,Chris Lee,28 - 29,Cecil Peoples,28 - 29
UFC Fight Night: Fight for the Troops 2 ,Cole Miller  vs. Matt Wiman ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Dan Mathisen 28 - 29.Dave Hagen 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/dc58af0c02a42743,Cole Miller,Matt Wiman,L,W,Dan Mathisen,28 - 29,Dave Hagen,27 - 30,Cecil Peoples,27 - 30
UFC Fight Night: Fight for the Troops 2 ,Cody McKenzie  vs. Yves Edwards ,L/W,Lightweight Bout,Submission ,2,4:33,3 Rnd (5-5-5),Jon Schorle,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/ab8b506dd2277da3,Cody McKenzie,Yves Edwards,L,W,,,,,,
UFC Fight Night: Fight for the Troops 2 ,DaMarques Johnson  vs. Mike Guymon ,W/L,Welterweight Bout,Submission ,1,3:22,3 Rnd (5-5-5),Don Turnage,InjuryBack Injury,http://ufcstats.com/fight-details/a245b4d0a7861fb8,DaMarques Johnson,Mike Guymon,W,L,,,,,,
UFC Fight Night: Fight for the Troops 2 ,Rani Yahya  vs. Mike Brown ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Dan Mathisen 27 - 30.Brock Groom 28 - 29.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/ba5b23e7ef308883,Rani Yahya,Mike Brown,W,L,Dan Mathisen,27 - 30,Brock Groom,28 - 29,Dave Hagen,28 - 29
UFC Fight Night: Fight for the Troops 2 ,Waylon Lowe  vs. Willamy Freire ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Brock Groom 28 - 29.Chris Lee 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/dbfac95047e7b33a,Waylon Lowe,Willamy Freire,W,L,Brock Groom,28 - 29,Chris Lee,28 - 29,Cecil Peoples,28 - 29
UFC Fight Night: Fight for the Troops 2 ,Charlie Brenneman  vs. Amilcar Alves ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jon Schorle,Brock Groom 27 - 30.Chris Lee 27 - 30.Dan Mathisen 27 - 30.,http://ufcstats.com/fight-details/986bc0ce25dac848,Charlie Brenneman,Amilcar Alves,W,L,Brock Groom,27 - 30,Chris Lee,27 - 30,Dan Mathisen,27 - 30
UFC Fight Night: Fight for the Troops 2 ,Will Campuzano  vs. Chris Cariaso ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Don Turnage,Dave Hagen 28 - 29.Dan Mathisen 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/89cb6801b51f2216,Will Campuzano,Chris Cariaso,L,W,Dave Hagen,28 - 29,Dan Mathisen,28 - 29,Cecil Peoples,28 - 29
UFC 125: Resolution ,Frankie Edgar  vs. Gray Maynard ,D/D,UFC Lightweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Marcos Rosales 46 - 48.Glenn Trowbridge 48 - 46.Patricia Morse-Jarman 47 - 47.,http://ufcstats.com/fight-details/91bb64656e13a1d4,Frankie Edgar,Gray Maynard,D,D,Marcos Rosales,46 - 48,Glenn Trowbridge,48 - 46,Jarman,47 - 47
UFC 125: Resolution ,Chris Leben  vs. Brian Stann ,L/W,Middleweight Bout,KO/TKO ,1,3:37,3 Rnd (5-5-5),Josh Rosenthal,Knee to Head In Clinch ,http://ufcstats.com/fight-details/075be81e3f92c2bf,Chris Leben,Brian Stann,L,W,,,,,,
