FIRST,LAST,NICKNAME,URL
Zak,Cummings,,http://ufcstats.com/fighter-details/4ba8d454f762005d
Everett,Cummings,,http://ufcstats.com/fighter-details/05e4be525cb3578c
Patrick,Cummins,Durkin,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
Luke,Cummo,,http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Hugo,Cunha,Silverback,http://ufcstats.com/fighter-details/46a17755f80f63e8
Alton,Cunningham,The Bo-Man,http://ufcstats.com/fighter-details/305bde44ff664788
AJ,Cunningham,The Savage,http://ufcstats.com/fighter-details/d1053e55f00e53fe
Tommy,Cuozzi Jr.,Little T,http://ufcstats.com/fighter-details/eb49fe2f85ae9526
Santo,Curatolo,,http://ufcstats.com/fighter-details/b8b765e320a8db39
Larry,Cureton,,http://ufcstats.com/fighter-details/46f11d15c0134fe3
Jeff,Curran,Big Frog,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a
Kailin,Curran,,http://ufcstats.com/fighter-details/05b43e0ead3df345
Pat,Curran,Paddy Mike,http://ufcstats.com/fighter-details/d8291d0dd63da29c
Will,Currie,Drago,http://ufcstats.com/fighter-details/b8ff02d5703eca3a
Chris,Curtis,Action-Man,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3
Ion,Cutelaba,The Hulk,http://ufcstats.com/fighter-details/cd13728ae1151f46
Gleidson,Cutis,Poney,http://ufcstats.com/fighter-details/44a94bbde42246e4
Sarah,D'alelio,The Monster,http://ufcstats.com/fighter-details/ac45450f75d14f16
Marcos,da Matta,Parrumpinha,http://ufcstats.com/fighter-details/3b6d84343579fd33
Henrique,da Silva,Frankenstein,http://ufcstats.com/fighter-details/b0bd0c5425668b8f
Ariane,da Silva,Queen of Violence,http://ufcstats.com/fighter-details/6551c64fbcd1a467
Alex,Da Silva,Leko,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
Radley,Da Silva,Snake Eyes,http://ufcstats.com/fighter-details/0d68c7bfdff1dc34
Henrique,Da Silva Lopes,Montanha,http://ufcstats.com/fighter-details/1f8cd7634e8286ff
Deni,Daffa,,http://ufcstats.com/fighter-details/d28bef63e7d8d536
Nicolas,Dalby,Lokomotivo,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8
Paul,Daley,Semtex,http://ufcstats.com/fighter-details/23725c826c481e7f
Dave,Dalgliesh,,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc
Richard,Dalton,,http://ufcstats.com/fighter-details/6cd3dfc54f01287f
Aisling,Daly,Ais the Bash,http://ufcstats.com/fighter-details/e50cd77732d39967
Marko,Damiani,,http://ufcstats.com/fighter-details/6e9b5c74c0860deb
Leonardo,Damiani,Puppy,http://ufcstats.com/fighter-details/acd870570949d8a2
Rodrigo,Damm,,http://ufcstats.com/fighter-details/a20d7dfaba74c067
Carina,Damm,Beauty But the Beast,http://ufcstats.com/fighter-details/033343da4c0cff8a
Batgerel,Danaa,Storm,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Cindy,Dandois,Battlecat,http://ufcstats.com/fighter-details/9eef6584fab21fbb
Peter,Danesoe,The Asian Viking,http://ufcstats.com/fighter-details/5f119b24c0f9679c
Jarjis,Danho,Man Mountain,http://ufcstats.com/fighter-details/8614b7134913f5d5
Jose,Daniel Medina,Chicho,http://ufcstats.com/fighter-details/baa9be02c3e3e038
Raymond,Daniels,,http://ufcstats.com/fighter-details/fccb0fee256b7b4d
Marques,Daniels,,http://ufcstats.com/fighter-details/55a80a9365bc107d
Anvarbek,Daniyalbekov,,http://ufcstats.com/fighter-details/859e0dafd04fe1ca
Alexandre,Dantas,Cafe,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a
Eduardo,Dantas,Dudu,http://ufcstats.com/fighter-details/676a2e5ec4d7338c
Mac,Danzig,,http://ufcstats.com/fighter-details/86f582852a5b240a
Karen,Darabedyan,,http://ufcstats.com/fighter-details/d2fa318f34d0aadc
Beneil,Dariush,,http://ufcstats.com/fighter-details/08af939f41b5a57b
Sean,Daugherty,,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd
Kyle,Daukaus,,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Chris,Daukaus,,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Brian,Davidson,,http://ufcstats.com/fighter-details/42775dc893603154
Rick,Davis,The Flying Squirrel,http://ufcstats.com/fighter-details/2549d63da9c456cb
Marcus,Davis,The Irish Hand Grenade,http://ufcstats.com/fighter-details/b7d524c77c27389b
LC,Davis,,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77
Phil,Davis,Mr. Wonderful,http://ufcstats.com/fighter-details/902ab9197b83d0db
Lemont,Davis,,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Mike,Davis,,http://ufcstats.com/fighter-details/c8661e204c66f325
Justin,Davis,Dangerous,http://ufcstats.com/fighter-details/20697b334f6c0a45
Alexis,Davis,,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Danny,Davis,,http://ufcstats.com/fighter-details/570d40f993171b19
Brandon,Davis,Killer B,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Mike,Davis,Beast Boy,http://ufcstats.com/fighter-details/fb3e61720be4690c
Hakeem,Dawodu,Mean,http://ufcstats.com/fighter-details/2c9d00968f818270
Grant,Dawson,KGD,http://ufcstats.com/fighter-details/99bd51917728c25d
Jason,Day,Dooms,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Martin,Day,The Spartan,http://ufcstats.com/fighter-details/ea3dcc417c322064
Angel,De Anda,The Dream,http://ufcstats.com/fighter-details/4b450aa602611baa
Yorgan,De Castro,The Mad Titan,http://ufcstats.com/fighter-details/1eff7bc0f815b270
Geraldo,de Freitas,Spartan,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
Philip,De Fries,,http://ufcstats.com/fighter-details/6ef65b6a152e49d5
Chris,de la Rocha,,http://ufcstats.com/fighter-details/e51ee8ded927fc51
Montana,De La Rosa,,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
Mark,De La Rosa,Bumblebee,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
Mike,de la Torre,El Cucuy,http://ufcstats.com/fighter-details/1971869b7e054261
Rodrigo,de Lima,Monstro,http://ufcstats.com/fighter-details/a4dc47001f202bcd
Edilberto,de Oliveira,Crocota,http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Johil,de Oliveira,,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Jorge,de Oliveira,Blade,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c
Jair,De Oliveira,Mamute,http://ufcstats.com/fighter-details/f14fbb2e55da044c
Isabela,de Padua,Belinha,http://ufcstats.com/fighter-details/e0f959f65d0406b4
Gloria,de Paula,Glorinha,http://ufcstats.com/fighter-details/5dd180c8b3196786
Germaine,de Randamie,The Iron Lady,http://ufcstats.com/fighter-details/1d239d571e342453
Reinier,de Ridder,RdR,http://ufcstats.com/fighter-details/d549cefc7c54ab78
Crezio,de Souza,,http://ufcstats.com/fighter-details/3746e21bb508391a
Carl,Deaton,The Anishinaabe Kid,http://ufcstats.com/fighter-details/914a897455693650
Tom,DeBlass,,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39
Issac,DeJesus,,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2
Rafael,Del Real,,http://ufcstats.com/fighter-details/e82b2adcaeff71ec
Shane,del Rosario,,http://ufcstats.com/fighter-details/85980f5da429c0a6
Wallen,Del Rosario,,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c
Yadier,del Valle,The Cuban Problem,http://ufcstats.com/fighter-details/70380ccdc81915b8
Jose,Delano,,http://ufcstats.com/fighter-details/d7c4956d61ae76a9
Humberto,DeLeon,,http://ufcstats.com/fighter-details/bfaf4c87936b4fae
Rolando,Delgado,Roli,http://ufcstats.com/fighter-details/37b1696e6d115957
Israel,Delgado,,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5
Jose,Delgado,,http://ufcstats.com/fighter-details/7d6ceff6747f2de2
Ante,Delija,Walking Trouble,http://ufcstats.com/fighter-details/7d8435c56043b0ae
Jack,Della Maddalena,,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Roland,Delorme,,http://ufcstats.com/fighter-details/173acb3f920082b8
Jon,Delos Reyes,The Heat,http://ufcstats.com/fighter-details/0d0351c20169a499
Jason,DeLucia,,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b
Justin,DeMoney,,http://ufcstats.com/fighter-details/985bca5a097fb3f4
Vanessa,Demopoulos,Lil Monster,http://ufcstats.com/fighter-details/2c483cf443f38ece
Chris,Dempsey,,http://ufcstats.com/fighter-details/dfae5da5676e4194
Nick,Denis,The Ninja of Love,http://ufcstats.com/fighter-details/e4aaaa34535e32b6
Thomas,Denny,The Wildman,http://ufcstats.com/fighter-details/a11a6ee8eeb03c18
Robert,Densley,The Wrecker,http://ufcstats.com/fighter-details/b72f3cafa6376e35
Jason,Dent,Dynamite,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Mackenzie,Dern,,http://ufcstats.com/fighter-details/7447e9f28508106a
Booker,DeRousse,,http://ufcstats.com/fighter-details/f2c91b67f71bbeab
Tony,DeSouza,,http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Robelis,Despaigne,The Big Boy,http://ufcstats.com/fighter-details/140567899d98978a
Cory,Devela,The One,http://ufcstats.com/fighter-details/48544433372ecfa6
John,Devine,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8
Edwin,DeWees,Babyface,http://ufcstats.com/fighter-details/75bbd2206a15319f
Alessio,Di Chirico,Manzo,http://ufcstats.com/fighter-details/77d7295d1b22c694
Micol,Di Segni,,http://ufcstats.com/fighter-details/8126e4dff0cdf69e
Cyrille,Diabate,The Snake,http://ufcstats.com/fighter-details/43563a32c3f10e95
Thomas,Diagne,,http://ufcstats.com/fighter-details/8567466ae167216b
Marc,Diakiese,Bonecrusher,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Tyler,Diamond,,http://ufcstats.com/fighter-details/f5f6419c5f00abad
Blood,Diamond,,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Eldo Xavier,Dias,,http://ufcstats.com/fighter-details/ee5df903f80c6816
Rafael,Dias,,http://ufcstats.com/fighter-details/b5abaa65f87938eb
Hacran,Dias,Barnabe,http://ufcstats.com/fighter-details/ed209f6618c82e41
Victor,Dias,Crazy Horse,http://ufcstats.com/fighter-details/f7202b3130421d27
Luis Felipe,Dias,,http://ufcstats.com/fighter-details/33a86e839ad202d8
Magno,Dias,The Violence,http://ufcstats.com/fighter-details/270e84d8174721d2
Nick,Diaz,,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Nate,Diaz,,http://ufcstats.com/fighter-details/8355922d564b152c
Michael,Diaz,,http://ufcstats.com/fighter-details/5e7a48e469770615
Ryan,Diaz,,http://ufcstats.com/fighter-details/ceee5dd37253199a
Adrian,Diaz,,http://ufcstats.com/fighter-details/bfa8f263815cfa2e
Ozzy,Diaz,,http://ufcstats.com/fighter-details/6967153c7edb4d87
Juan,Diaz,Pegajoso,http://ufcstats.com/fighter-details/74939a16c7b56f33
Mark,Dickman,Tricky,http://ufcstats.com/fighter-details/2482ef3331a82e75
Josh,Diekmann,The Freight Train,http://ufcstats.com/fighter-details/414bddf0c80c41e1
Kyle,Dietz,,http://ufcstats.com/fighter-details/31da66df48c0c1a0
Seth,Dikun,,http://ufcstats.com/fighter-details/eb42d4febfafefd1
TJ,Dillashaw,,http://ufcstats.com/fighter-details/c849740a3ff51931
Ralph,Dillon,Rage,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3
Drew,Dimanlig,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b
Ding,Meng,The Assassin,http://ufcstats.com/fighter-details/e0664abaa023fd6f
Rodolfo Marques,Diniz,,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd
Jhonata,Diniz,,http://ufcstats.com/fighter-details/25f9a5f3e8a52618
Helio,Dipp,,http://ufcstats.com/fighter-details/73eb2a552c92a821
Rico,DiSciullo,,http://ufcstats.com/fighter-details/ec7f7263bf36579b
Matt,Dixon,Magic,http://ufcstats.com/fighter-details/1db445a4468447d0
John,Dixson,Big John,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d
Anthony,Do,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78
Russell,Doane,,http://ufcstats.com/fighter-details/f50d95223751e6ca
Drew,Dober,,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Shana,Dobson,Danger,http://ufcstats.com/fighter-details/122ac9b816d8b71c
AJ,Dobson,,http://ufcstats.com/fighter-details/009c4420727149ea
David,Dodd,,http://ufcstats.com/fighter-details/c2a7623f398d9bd7
John,Dodson,The Magician,http://ufcstats.com/fighter-details/99506df1af6c8b3b
Joe,Doerksen,El Dirte,http://ufcstats.com/fighter-details/dbaaf42313af90fa
Mike,Dolce,Skull Cracker,http://ufcstats.com/fighter-details/29b5791e51e7e832
Roman,Dolidze,,http://ufcstats.com/fighter-details/327d5f279895110d
Cameron,Dollar,,http://ufcstats.com/fighter-details/3bbcd63a016d9715
CB,Dollaway,The Doberman,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Dennis,Dombrow,,http://ufcstats.com/fighter-details/4145caa2c999fbac
OJ,Dominguez,,http://ufcstats.com/fighter-details/1a50e734bb54861a
John,Donaldson,J.T.,http://ufcstats.com/fighter-details/1c610f900f9884ab
Daniil,Donchenko,,http://ufcstats.com/fighter-details/70dd69b6a703257e
Dong,Huaxiang,,http://ufcstats.com/fighter-details/bad82b681819b272
Cody,Donovan,Donnybrook,http://ufcstats.com/fighter-details/7bc96507e4b38d3b
Houston,Dorr,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa
Rafael,Dos Anjos,,http://ufcstats.com/fighter-details/6a2f7c151031653d
Junior,Dos Santos,Cigano,http://ufcstats.com/fighter-details/63def5a5662a6917
Geronimo,dos Santos,Mondragon,http://ufcstats.com/fighter-details/b51f6791c794e289
Antonio,Dos Santos,Junior Alpha,http://ufcstats.com/fighter-details/81b8b3fb019dc69d
Anderson,Dos Santos,Berinja,http://ufcstats.com/fighter-details/bbc9ab95fa766493
Acacio,Dos Santos,Pequeno,http://ufcstats.com/fighter-details/957562fdf68a725a
Rayanne,dos Santos,,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
Felipe,dos Santos,Lipe Detona,http://ufcstats.com/fighter-details/5cdf5339728f580d
Tiago,dos Santos e Silva,Trator,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2
Oleksandr,Doskalchuk,,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0
David,Douglas,Tarzan,http://ufcstats.com/fighter-details/7cf0944b88966118
Damion,Douglas,,http://ufcstats.com/fighter-details/ce3b669e39418414
Lerryan,Douglas,Gunslinger,http://ufcstats.com/fighter-details/640a0f838f057a81
Cedric,Doumbe,,http://ufcstats.com/fighter-details/5159e6ee100c717e
John,Dowdy,,http://ufcstats.com/fighter-details/e780ccc79a209985
Jordan,Dowdy,,http://ufcstats.com/fighter-details/0d9312337fdce39a
Danny,Downes,,http://ufcstats.com/fighter-details/a66395395b5f1394
Derek,Downey,,http://ufcstats.com/fighter-details/b05086131c6f5dc5
John,Doyle,The Iron Bull,http://ufcstats.com/fighter-details/0509b954421bb327
Edson,Drago,,http://ufcstats.com/fighter-details/f9c7fe2682af3802
Jimmy,Drago,,http://ufcstats.com/fighter-details/cb4bf812d9cb78b4
Anthony,Drilich,,http://ufcstats.com/fighter-details/c2c4052f58f54988
Kyle,Driscoll,KD,http://ufcstats.com/fighter-details/e5e148d4363deff8
Chris,Drumm,,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Tomasz,Drwal,Gorilla,http://ufcstats.com/fighter-details/679a9054e2815943
Robert,Drysdale,,http://ufcstats.com/fighter-details/d2a9be6bf2de624c
Dricus,Du Plessis,Stillknocks,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e
Hugo,Duarte,,http://ufcstats.com/fighter-details/706404da0775dcbc
Antonio,Duarte,Tigre,http://ufcstats.com/fighter-details/29b5d32584e02d8d
Joe,Duarte,,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3
Yuneisy,Duben,,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
Matthieu,Duclos,,http://ufcstats.com/fighter-details/ec322adbabbfa6e7
Emily,Ducote,Gordinha,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
Viktoriia,Dudakova,,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
Milana,Dudieva,,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Adin,Duenas,,http://ufcstats.com/fighter-details/cb6c45b26b0a877a
Todd,Duffee,,http://ufcstats.com/fighter-details/bda04c573563cc2e
Joe,Duffy,Irish,http://ufcstats.com/fighter-details/654ae722109a0d31
Jack,Duffy,The Fury,http://ufcstats.com/fighter-details/cea51876d8a514a0
Alexis,Dufresne,Sneaky Zebra,http://ufcstats.com/fighter-details/4ae4049426e0161d
Jessamyn,Duke,The Gun,http://ufcstats.com/fighter-details/a7ddae0be8b78147
Islam,Dulatov,The Ripper,http://ufcstats.com/fighter-details/e803242fb2e41112
Isaac,Dulgarian,The Midwest Choppa,http://ufcstats.com/fighter-details/a57cb948c4c70a47
Kelly,Dullanty,Psycho,http://ufcstats.com/fighter-details/1a225f04aa6e0739
Sedriques,Dumas,The Reaper,http://ufcstats.com/fighter-details/4e6738062d469256
Norma,Dumont,The Immortal,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9
Chris,Duncan,The Problem,http://ufcstats.com/fighter-details/fd406a32a6fb3a29
Christian Leroy,Duncan,CLD,http://ufcstats.com/fighter-details/a93f94c923c3a9cb
Evan,Dunham,,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Alex,Dunworth,,http://ufcstats.com/fighter-details/31732a614e7a3d1d
Tom,Duquesnoy,Fire Kid,http://ufcstats.com/fighter-details/e979c76341f19b22
Albert,Duraev,,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
Reuben,Duran,,http://ufcstats.com/fighter-details/4417980b3e798abf
Cody,Durden,Custom Made,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Luiz,Dutra,Besouro,http://ufcstats.com/fighter-details/2153a7f8396a46cc
Rilley,Dutro,,http://ufcstats.com/fighter-details/43db649da89fac4b
Bill,Duvall,,http://ufcstats.com/fighter-details/7df4d3c38792b083
Merab,Dvalishvili,The Machine,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
David,Dvorak,Undertaker,http://ufcstats.com/fighter-details/9ada30894bf04e19
Matt,Dwyer,,http://ufcstats.com/fighter-details/8f0d576beba1cfcd
Rolando,Dy,Dy Incredible,http://ufcstats.com/fighter-details/55ed59d541f8b90c
Shanelle,Dyer,The Nightmare,http://ufcstats.com/fighter-details/cfbb3edab781dfd2
Ben,Earwood,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1
Cody,East,The Freight Train,http://ufcstats.com/fighter-details/5713c1d2fac539ac
Marvin,Eastman,The Beastman,http://ufcstats.com/fighter-details/05866d8c3a321856
Mike,Easton,The Hulk,http://ufcstats.com/fighter-details/bc7230f231701d66
Maurice,Eazel,,http://ufcstats.com/fighter-details/4acb99524a9a81ab
Vincent,Eazelle,The Real Deal,http://ufcstats.com/fighter-details/ec421d5de0aea624
Ross,Ebanez,The Boss,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e
Brian,Ebersole,Bad Boy,http://ufcstats.com/fighter-details/32ba186f4b0e3267
Roybert,Echeverria,The Unbroken,http://ufcstats.com/fighter-details/20b13e96668caaa4
Mark,Eddiva,,http://ufcstats.com/fighter-details/40ff198adda94b9f
Frankie,Edgar,The Answer,http://ufcstats.com/fighter-details/f2688492b9a525a3
Abdul-Kerim,Edilov,,http://ufcstats.com/fighter-details/37e03538c960bac6
Johnny,Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79
Yves,Edwards,,http://ufcstats.com/fighter-details/5f04e3d58d9ce982
Justin,Edwards,Fast Eddy,http://ufcstats.com/fighter-details/e56daf7725a0b5ab
Leon,Edwards,Rocky,http://ufcstats.com/fighter-details/f1fac969a1d70b08
Te,Edwards,,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
Adli,Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d
Joselyne,Edwards,La Pantera,http://ufcstats.com/fighter-details/f9ab66e67240db7b
Tom,Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
Stephanie,Egger,,http://ufcstats.com/fighter-details/5e6294b37bbef029
Justin,Eilers,The Hammer,http://ufcstats.com/fighter-details/27fc9218a3653e3c
Jon Olav,Einemo,The Viking,http://ufcstats.com/fighter-details/0577808d22dfe79c
Per,Eklund,,http://ufcstats.com/fighter-details/58bc81376286b3d3
John,Elam,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
Evan,Elder,The Phenom,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Billy,Elekana,Son of Susie,http://ufcstats.com/fighter-details/07a74004d964c7f4
John Paul,Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6
Joao,Elias,Alicate,http://ufcstats.com/fighter-details/1a064688481f66e1
Saul,Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a
Darren,Elkins,The Damage,http://ufcstats.com/fighter-details/92a9aa9c93192871
Jake,Ellenberger,The Juggernaut,http://ufcstats.com/fighter-details/d81ac739417d7f53
Joe,Ellenberger,Excalibur,http://ufcstats.com/fighter-details/8e8e4487c621aa1c
Tim,Elliott,,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Oban,Elliott,The Welsh Gangster,http://ufcstats.com/fighter-details/6b56e94a59b7b134
Eddy,Ellis,Fast,http://ufcstats.com/fighter-details/e60d773a0a42048a
Lisa,Ellis,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8
Elisha,Ellison,The Snack Panther,http://ufcstats.com/fighter-details/87e4a3a5080ee7ce
Anna,Elmose,Panda,http://ufcstats.com/fighter-details/1536a25e16fc299b
Cameron,Else,Camchida,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Aaron,Ely,The Cyborg,http://ufcstats.com/fighter-details/1741343f0ca34dd5
Sovannahry,Em,The Sweet Savage,http://ufcstats.com/fighter-details/45c8fed13a62fe92
Ramazan,Emeev,Gorets,http://ufcstats.com/fighter-details/abd5fb12437eda21
Aleksander,Emelianenko,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4
Fedor,Emelianenko,The Last Emperor,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15
Rob,Emerson,The Saint,http://ufcstats.com/fighter-details/dc0f07928009a127
Jamall,Emmers,Pretty Boy,http://ufcstats.com/fighter-details/e00a3dee329a51f7
Josh,Emmett,CC0,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Marius,Enache,,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f
Kevin,Engel,The Hitman,http://ufcstats.com/fighter-details/d2f310b5b072e986
Kolton,Englund,White Assassin,http://ufcstats.com/fighter-details/4122da4f791b2f4f
Oliver,Enkamp,,http://ufcstats.com/fighter-details/330bafba312face4
Alex,Enlund,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1
Kenny,Ento,Tha' Dragon,http://ufcstats.com/fighter-details/daf9be103c1edbbd
Ian,Entwistle,Enty,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8
Andy,Enz,Tank Mode,http://ufcstats.com/fighter-details/993d385f5a475375
Won Jin,Eoh,,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e
Yuji,Ephoevi-Ga,The Chef,http://ufcstats.com/fighter-details/919fc4bc3edf4de7
Josh,Epps,,http://ufcstats.com/fighter-details/984b0c4c6e773a1c
Abdellah,Er-Ramy,The Golden Boy,http://ufcstats.com/fighter-details/b593cd58b0afffb0
Steve,Erceg,Astroboy,http://ufcstats.com/fighter-details/32ab52e5de93092d
Tom,Erikson,The Big Cat,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47
Konstantin,Erokhin,,http://ufcstats.com/fighter-details/22061ff217907c78
Julian,Erosa,Juicy J,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Jarno,Errens,,http://ufcstats.com/fighter-details/082eba4cd80f736f
Ivan,Erslan,,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb
Nick,Ertl,,http://ufcstats.com/fighter-details/74061adb224be3cc
Chel,Erwin-Davis,The First Sun,http://ufcstats.com/fighter-details/c26ea30823f37316
Bobby,Escalante,,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f
Eric,Esch,Butterbean,http://ufcstats.com/fighter-details/0e4daed84a8f39a6
Pro,Escobedo,,http://ufcstats.com/fighter-details/b36874652ed7715d
Cole,Escovedo,Apache Kid,http://ufcstats.com/fighter-details/5df17b3620145578
Efrain,Escudero,Hecho En Mexico,http://ufcstats.com/fighter-details/83fd97284f4bb4a4
Evan,Esguerra,,http://ufcstats.com/fighter-details/ed220e87bef0cc64
Carla,Esparza,Cookie Monster,http://ufcstats.com/fighter-details/d910665038efc639
Juan,Espino,El Guapo,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Jordan,Espinosa,The Gamer,http://ufcstats.com/fighter-details/215a70f073a7b726
Jodie,Esquibel,,http://ufcstats.com/fighter-details/411539901068522f
Rafael,Estevam,Macapa,http://ufcstats.com/fighter-details/83455a9d17f57dae
Achilles,Estremadura,,http://ufcstats.com/fighter-details/41f3cfdab0b22236
Shaun,Etchell,The Buzzsaw,http://ufcstats.com/fighter-details/ea9bfe9c25037bba
Terry,Etim,,http://ufcstats.com/fighter-details/33011768c3c4dc9a
Fred,Ettish,,http://ufcstats.com/fighter-details/8d5daf67983b65ba
Scott,Ettling,,http://ufcstats.com/fighter-details/74b5736f1df40be3
Sijara,Eubanks,SarJ,http://ufcstats.com/fighter-details/4234f0097c83fa62
Billy,Evangelista,,http://ufcstats.com/fighter-details/9766ed20b68c7c33
Rashad,Evans,Suga,http://ufcstats.com/fighter-details/ee779c43a8926d52
Doug,Evans,,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
Ashlee,Evans-Smith,Rebel Girl,http://ufcstats.com/fighter-details/fc6e681bf6658faf
Dan,Evensen,The Viking,http://ufcstats.com/fighter-details/dd8aec6de7035943
Tonya,Evinger,Triple Threat,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
Movsar,Evloev,,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Andre,Ewell,Mr. Highlight,http://ufcstats.com/fighter-details/5f6f049d54728e88
Chris,Ewert,El Tanke,http://ufcstats.com/fighter-details/54c2576b7f2f1f57
Neal,Ewing,,http://ufcstats.com/fighter-details/0798f558681d0eb5
Ethyn,Ewing,The Professor Finesser,http://ufcstats.com/fighter-details/d776b5814f2400b4
Manuel,Exposito,,http://ufcstats.com/fighter-details/a1cb266d7f44f35f
Jessica,Eye,Evil,http://ufcstats.com/fighter-details/f72465a784c1b084
Edward,Faaloloto,,http://ufcstats.com/fighter-details/6224e8d0a34264eb
Urijah,Faber,The California Kid,http://ufcstats.com/fighter-details/78114b7199cef90c
Melinda,Fabian,,http://ufcstats.com/fighter-details/8c020156779f7888
Wagnney,Fabiano,The Silencer,http://ufcstats.com/fighter-details/40389d39a92f5bfa
Bartosz,Fabinski,The Butcher,http://ufcstats.com/fighter-details/e17ac6410c8377f4
Ron,Faircloth,,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
Jason,Fairn,,http://ufcstats.com/fighter-details/adea9f0090aa8e14
Zarah,Fairn,Infinite,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
