FIRST,LAST,NICKNAME,URL
Young Sam,Jung,,http://ufcstats.com/fighter-details/13104eaed3ae96c3
Da Woon,Jung,Sseda,http://ufcstats.com/fighter-details/74f9448b97bf8bec
Scott,Junk,,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
Myles,Jury,Fury,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
Cristiane,Justino,Cyborg,http://ufcstats.com/fighter-details/634bb0de2eb043b4
Patrick,Kaase,Kamikaze,http://ufcstats.com/fighter-details/b180f05acb24d430
Emily,Kagan,,http://ufcstats.com/fighter-details/c1ea9d56cd953586
Oron,Kahlon,,http://ufcstats.com/fighter-details/00a35c92b03992b0
,Kaiwen,The Underdog,http://ufcstats.com/fighter-details/0565706b1e7f7e7c
Sirwan,Kakai,Zohan,http://ufcstats.com/fighter-details/2525a853486ee670
Saidyokub,Kakhramonov,,http://ufcstats.com/fighter-details/50a28b9f8314e008
Geza,Kalman,,http://ufcstats.com/fighter-details/304fcd812f12c589
Bryson,Kamaka,,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1
Kai,Kamaka,The Fighting Hawaiian,http://ufcstats.com/fighter-details/eee0ef3e2b14816b
Shah,Kamali,,http://ufcstats.com/fighter-details/a46ab6c64d321c2d
Shuya,Kamikubo,Stealth,http://ufcstats.com/fighter-details/a46fa1c7972548d0
Daichi,Kamiya,,http://ufcstats.com/fighter-details/a497e228cce8a64f
Martin,Kampmann,The Hitman,http://ufcstats.com/fighter-details/8b69839f3555a67b
Koya,Kanda,Bushido,http://ufcstats.com/fighter-details/b42d3a1469dab722
Bharat,Kandare,Daring,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
Hiromitsu,Kanehara,,http://ufcstats.com/fighter-details/eda579d906cf0ca2
Masanori,Kanehara,,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
Ken,Kaneko,,http://ufcstats.com/fighter-details/5345f86680378fc1
Denis,Kang,,http://ufcstats.com/fighter-details/3c241737a6069b9f
Kyung Ho,Kang,Mr. Perfect,http://ufcstats.com/fighter-details/a7897d200692ab64
Manel,Kape,StarBoy,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
David,Kaplan,Diamond,http://ufcstats.com/fighter-details/5669b828e7e11329
Kai,Kara-France,Don't Blink,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Georgi,Karakhanyan,Insane,http://ufcstats.com/fighter-details/43292ecf0e72c143
Alex,Karalexis,The Assassin,http://ufcstats.com/fighter-details/e361e5c858af6ff1
Ernesta,Kareckaite,Heavy-Handed,http://ufcstats.com/fighter-details/e4faa79383c9f214
Impa,Kasanganay,Tshilobo,http://ufcstats.com/fighter-details/257b0c8d6f199895
Jinnosuke,Kashimura,,http://ufcstats.com/fighter-details/4a9120fa47bafef0
Nadia,Kassem,,http://ufcstats.com/fighter-details/6e7506127408aa9e
Yusuke,Kasuya,,http://ufcstats.com/fighter-details/3058888c33149a53
Tetsuji,Kato,,http://ufcstats.com/fighter-details/542db012217ecb83
Hisaki,Kato,,http://ufcstats.com/fighter-details/ebf1c247b2cba375
Brad,Katona,Superman,http://ufcstats.com/fighter-details/7b433309b0fd12aa
Calvin,Kattar,,http://ufcstats.com/fighter-details/751de04455cfaac0
Sarah,Kaufman,,http://ufcstats.com/fighter-details/36df8e119aec6175
Lone'er,Kavanagh,,http://ufcstats.com/fighter-details/bb2c3c3a466224af
Yusuke,Kawaguchi,,http://ufcstats.com/fighter-details/fa2320781bfe4f49
Canaan,Kawaihae,,http://ufcstats.com/fighter-details/58d42b9e920b25fc
Tatsuya,Kawajiri,Crusher,http://ufcstats.com/fighter-details/80d918336163b80c
Ryo,Kawamura,,http://ufcstats.com/fighter-details/9e91d7fd2720e241
Masuto,Kawana,Mast,http://ufcstats.com/fighter-details/49f4171f14f54220
Doug,Kay,,http://ufcstats.com/fighter-details/547c5611bd366988
Toshiomi,Kazama,,http://ufcstats.com/fighter-details/148bb103cfbf123e
Julie,Kedzie,,http://ufcstats.com/fighter-details/981ab7a0576f76a0
Ryan,Keenan,,http://ufcstats.com/fighter-details/a72b20136239ba39
Losene,Keita,Black Panther,http://ufcstats.com/fighter-details/5b43d68174b6e2ab
CJ,Keith,,http://ufcstats.com/fighter-details/c0eecd851dbf3146
Chris,Kelades,The Greek Assassin,http://ufcstats.com/fighter-details/56c9acc4e86046a2
Brian,Kelleher,Boom,http://ufcstats.com/fighter-details/7be14eaed4c74856
Mayana,Kellem,,http://ufcstats.com/fighter-details/c788481ae19e798d
Tony,Kelley,Primetime,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Paul,Kelly,,http://ufcstats.com/fighter-details/aac5ac38148f0528
John,Kelly,,http://ufcstats.com/fighter-details/ace83095105dd205
Daniel,Kelly,,http://ufcstats.com/fighter-details/bdcbb976816fd256
Tim,Kennedy,,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Steve,Kennedy,The Steamrolla,http://ufcstats.com/fighter-details/185fb0200a4605e6
Jeremy,Kennedy,JBC,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
Waylon,Kennell,,http://ufcstats.com/fighter-details/9b8a73b59be8d786
Casey,Kenney,,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,http://ufcstats.com/fighter-details/772022b989534f0d
Aurelijus,Kerpe,,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Mark,Kerr,The Smashing Machine,http://ufcstats.com/fighter-details/a7b48e18ca27795d
Will,Kerr,,http://ufcstats.com/fighter-details/ef61d9f5176b3200
Ron,Keslar,,http://ufcstats.com/fighter-details/b84f34b425dfd24b
Rustam,Khabilov,Tiger,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Adam,Khaliev,,http://ufcstats.com/fighter-details/1aba18b5f15d4956
Sergey,Khandozhko,Honda,http://ufcstats.com/fighter-details/90da09db03e41748
Sergei,Kharitonov,,http://ufcstats.com/fighter-details/0693b2eab79198ea
Alfred,Khashakyan,The Fearless,http://ufcstats.com/fighter-details/3929efe0c0a83d07
Aziz,Khaydarov,,http://ufcstats.com/fighter-details/a072b512b6f4fc42
Mansher,Khera,New Era,http://ufcstats.com/fighter-details/4bbd1e5c77ef3c2f
Aliaskhab,Khizriev,Black Wolf,http://ufcstats.com/fighter-details/7ab478c397cd68ef
WonBin,Ki,The Danger,http://ufcstats.com/fighter-details/aaeb55084b198a39
Pannie,Kianzad,Banzai,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Akira,Kikuchi,,http://ufcstats.com/fighter-details/9c37681096c6f3a9
Katsunori,Kikuno,,http://ufcstats.com/fighter-details/44470bfd9483c7ad
Sanae,Kikuta,,http://ufcstats.com/fighter-details/e4bde462b043d3e1
Jacob,Kilburn,The Killer,http://ufcstats.com/fighter-details/637bd06c32219f0b
Dong Hyun,Kim,Stun Gun,http://ufcstats.com/fighter-details/9bcf8603ceb25680
Jin Oh,Kim,,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Dae Won,Kim,,http://ufcstats.com/fighter-details/354808cf38d9d73c
Jong Wang,Kim,,http://ufcstats.com/fighter-details/380e8b023290d091
Jong Won,Kim,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
Min Soo,Kim,,http://ufcstats.com/fighter-details/831b937811804dad
Jong Man,Kim,Special Force,http://ufcstats.com/fighter-details/dba230fe33011201
Ji Yeon,Kim,Firefist,http://ufcstats.com/fighter-details/a20f234df70f2182
MinWoo,Kim,Korean MOAI,http://ufcstats.com/fighter-details/6343a95f1d9e6a33
HanSeul,Kim,Spade,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7
KyeungPyo,Kim,Redhorse,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7
Sangwook,Kim,Frogman,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4
SangWon,Kim,No Problem,http://ufcstats.com/fighter-details/e9712cad24948ce1
KyuSung,Kim,,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1
So Yul,Kim,,http://ufcstats.com/fighter-details/864c07a7ff90caae
Jeremy,Kimball,,http://ufcstats.com/fighter-details/917a5cb9821df261
Rob,Kimmons,The Rosedale Reaper,http://ufcstats.com/fighter-details/054defd5420a551f
Dustin,Kimura,The Diamond,http://ufcstats.com/fighter-details/fe91d254db77a7fc
Taiei,Kin,,http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mike,King,,http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Kyle,Kingsbury,Kingsbu,http://ufcstats.com/fighter-details/b959e8c7fd8390d2
Yusaku,Kinoshita,,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
Kamuela,Kirk,The Jawaiian,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Yurij,Kiseliov,Playboy,http://ufcstats.com/fighter-details/51d2aaaca56e5b40
Justine,Kish,,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Koji,Kitao,,http://ufcstats.com/fighter-details/2a6f8136da1e52c0
Satoru,Kitaoka,,http://ufcstats.com/fighter-details/e2ac5bb645f33088
Top Noi,Kiwram,,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
Ludovit,Klein,Mr. Highlight,http://ufcstats.com/fighter-details/5b86d491d63890c5
Nick,Klein,Blue Collar,http://ufcstats.com/fighter-details/7eaa5e31c2dd86aa
Seth,Kleinbeck,Mass Destruction,http://ufcstats.com/fighter-details/8ad022dd81224f61
Stefan,Klever,,http://ufcstats.com/fighter-details/bc3876891e155bb5
Fatima,Kline,The Archangel,http://ufcstats.com/fighter-details/745fa7b605f8e2da
Felix,Klinkhammer,,http://ufcstats.com/fighter-details/8276f28f1ad087de
Drakkar,Klose,,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Michael,Knaap,Hammer,http://ufcstats.com/fighter-details/02f0e04acf102ea9
Kevin,Knabjian,,http://ufcstats.com/fighter-details/1fac46d466abd5b8
Jason,Knight,The Kid,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
William,Knight,Knightmare,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Josefine,Knutsson,Thunder,http://ufcstats.com/fighter-details/971dba22c622af12
Seokhyeon,Ko,The Korean Tyson,http://ufcstats.com/fighter-details/4a07b1988477502c
Isao,Kobayashi,,http://ufcstats.com/fighter-details/a02652d063ef5baa
Kelly,Kobold,Blood Red,http://ufcstats.com/fighter-details/c398235fcaf8d71d
Erik,Koch,Phoenix,http://ufcstats.com/fighter-details/99bd87a300079ed9
Sokun,Koh,,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Shingo,Kohara,,http://ufcstats.com/fighter-details/44c233770075cea1
Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3
Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52
Tsuyoshi,Kohsaka,TK,http://ufcstats.com/fighter-details/b76ed59283d3559c
Kaloyan,Kolev,,http://ufcstats.com/fighter-details/33de378ce1734638
John,Kolosci,,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Yuki,Kondo,,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Syuri,Kondo,,http://ufcstats.com/fighter-details/a851c35f58199231
Mantas,Kondratavicius,,http://ufcstats.com/fighter-details/3cc506f115cbb9d5
Cheick,Kongo,,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Roman,Kopylov,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Bruno,Korea,,http://ufcstats.com/fighter-details/6c011be66326ad97
Chungreng,Koren,The Indian Rhino,http://ufcstats.com/fighter-details/000774e57404d8c7
Andrey,Koreshkov,Spartan,http://ufcstats.com/fighter-details/aee885b8ca29ab4f
Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15
Steven,Koslow,Obi Won Shinobi The Pillow,http://ufcstats.com/fighter-details/84512339473dd300
Naoyuki,Kotani,,http://ufcstats.com/fighter-details/bc8f6b42767e28df
Ilya,Kotau,,http://ufcstats.com/fighter-details/a68d57ae177a5815
Iouri,Kotchkine,,http://ufcstats.com/fighter-details/c6becb722706c7d8
Matt,Kovacs,300,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf
Marcus,Kowal,,http://ufcstats.com/fighter-details/ad0e42800a0d8977
Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109
Steve,Kozola,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
Derrick,Krantz,D-Rock,http://ufcstats.com/fighter-details/714e1e0681ddb703
James,Krause,The,http://ufcstats.com/fighter-details/8f6a18831a120817
Pascal,Krauss,Panzer,http://ufcstats.com/fighter-details/a01e84abefd85ec0
Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874
Kaynan,Kruschewsky,Bahia,http://ufcstats.com/fighter-details/ca36633b80be4a78
Jorgen,Kruth,The Last Viking,http://ufcstats.com/fighter-details/6071d786f6187810
Nikita,Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094
Mariusz,Ksiazkiewicz,The Iron Pol,http://ufcstats.com/fighter-details/ab16537dd1e5e81d
Eliezer,Kubanza,,http://ufcstats.com/fighter-details/66579081831db7b0
Junya,Kudo,,http://ufcstats.com/fighter-details/487c170da059857d
John,Kuhner,,http://ufcstats.com/fighter-details/a272656ad662ac53
Michael,Kuiper,,http://ufcstats.com/fighter-details/b7f38813485745da
Anton,Kuivanen,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b
Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2
Sumit,Kumar,The Indian Kid,http://ufcstats.com/fighter-details/a0a625221e0dd339
Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
Rizvan,Kuniev,,http://ufcstats.com/fighter-details/739fd4fbb5d862f4
Keigo,Kunihara,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
Kiichi,Kunimoto,Strasser,http://ufcstats.com/fighter-details/71df36d6d8cf0d74
Jon,Kunneman,AK-47,http://ufcstats.com/fighter-details/2694c4997a51ed01
Leo,Kuntz,The Lion,http://ufcstats.com/fighter-details/6905d45bd71b50a9
Korey,Kuppe,,http://ufcstats.com/fighter-details/780a2897055e3ee3
Ramazan,Kuramagomedov,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c
Tsuyoshi,Kurihara,,http://ufcstats.com/fighter-details/032b65d5fff611b2
Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d
Kyle,Kurtz,,http://ufcstats.com/fighter-details/b490def93478ae29
Guram,Kutateladze,Georgian Viking,http://ufcstats.com/fighter-details/7772b283d288dbe2
Vadym,Kutsyi,,http://ufcstats.com/fighter-details/aeb2bcd4371f40d5
Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6
Kaleo,Kwan,Leo Boy,http://ufcstats.com/fighter-details/2545c7f47a65bca3
Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97
Mike,Kyle,MAK,http://ufcstats.com/fighter-details/56b8b24f65f9f057
Lisa,Kyriacou,The Savage,http://ufcstats.com/fighter-details/edbc609a3b0d2aba
Achmed,Labasanov,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59
Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86
Jeremiah,Labiano,The Kid,http://ufcstats.com/fighter-details/4fe1d105af549845
Daniel,Lacerda,Miojo,http://ufcstats.com/fighter-details/31bb0772f21cabd8
Luan,Lacerda,,http://ufcstats.com/fighter-details/6fc506e1099afe20
Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e
Aspen,Ladd,,http://ufcstats.com/fighter-details/d4691518d012b9e7
Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93
Corinne,Laframboise,,http://ufcstats.com/fighter-details/fbe9f4efc2153be2
Ben,Lagman,Bad News,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5
Noad,Lahat,Neo,http://ufcstats.com/fighter-details/9f755fb04cc21499
Tina,Lahdemaki,Jelly Bean,http://ufcstats.com/fighter-details/e5ca2bc2451a5956
Yohan,Lainesse,White Lion,http://ufcstats.com/fighter-details/f998f5c102250d6e
Tim,Lajcik,The Bohemian,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d
Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528
Sean,Lally,The Unpredictable One,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f
Ricardo,Lamas,The Bully,http://ufcstats.com/fighter-details/3974fa35c917af1d
Jason,Lambert,The Punisher,http://ufcstats.com/fighter-details/5be86bb2f78fef2f
Jose,Landi-Jons,Pele,http://ufcstats.com/fighter-details/7e062824c175f975
Nate,Landwehr,The Train,http://ufcstats.com/fighter-details/583ee11abddfc581
Austen,Lane,,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe
Aaron,Lanfranco,,http://ufcstats.com/fighter-details/d73e856f150744b2
Jeremy,Lang,,http://ufcstats.com/fighter-details/09422812370fbdfe
Lionel,Lanham,,http://ufcstats.com/fighter-details/b8980dd7e8fc5976
Lina,Lansberg,Elbow Queen,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Taylor,Lapilus,Double Impact,http://ufcstats.com/fighter-details/8b1ed83b02303075
Chad,Laprise,The Disciple,http://ufcstats.com/fighter-details/c03a5022f8439f2a
Anthony,Lapsley,The Recipe,http://ufcstats.com/fighter-details/f3a853544e4413c4
TJ,Laramie,,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Icho,Larenas,,http://ufcstats.com/fighter-details/49efbdc6c9f650c4
Lorenz,Larkin,The Monsoon,http://ufcstats.com/fighter-details/9450848a71d53776
Jeremy,Larsen,,http://ufcstats.com/fighter-details/c3bd649a9194e50c
Brock,Larson,,http://ufcstats.com/fighter-details/5eedbf1e9601be35
Ryan,Larson,,http://ufcstats.com/fighter-details/7107e53ebd7435fb
Bobby,Lashley,,http://ufcstats.com/fighter-details/b0826525fa17231d
Ilir,Latifi,The Sledgehammer,http://ufcstats.com/fighter-details/e9a3aeb207578eea
Sione,Latu,,http://ufcstats.com/fighter-details/5898357a45a73674
Phillip,Latu,The Doctor,http://ufcstats.com/fighter-details/09224b76d27007ee
Jenel,Lausa,,http://ufcstats.com/fighter-details/ec664422b22d9787
Joe,Lauzon,,http://ufcstats.com/fighter-details/3bad7ef643840f67
Dan,Lauzon,The Upgrade,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
Sandra,Lavado,Peruvian Zombie,http://ufcstats.com/fighter-details/aa6da8cb3a26da04
Chatt,Lavender,,http://ufcstats.com/fighter-details/5449dcccd972ff83
Cody,Law,,http://ufcstats.com/fighter-details/e3162dbdbfd78287
Muhammed,Lawal,King Mo,http://ufcstats.com/fighter-details/a571770c4016736f
Robbie,Lawler,Ruthless,http://ufcstats.com/fighter-details/f2925e6db404bf1d
Tom,Lawlor,Filthy,http://ufcstats.com/fighter-details/4d44f37107f01b9b
Justin,Lawrence,The American Kidd,http://ufcstats.com/fighter-details/879f6cae48d25baa
Lance,Lawrence,,http://ufcstats.com/fighter-details/ce039df1994b18f0
Ronnie,Lawrence,The Heat,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Eric,Lawson,,http://ufcstats.com/fighter-details/38e5d9dcb0fddc42
Jimmy,Lawson,Greedy,http://ufcstats.com/fighter-details/e43eefb10d440cb0
Valmir,Lazaro,Bidu,http://ufcstats.com/fighter-details/777dea713da2441d
Zviad,Lazishvili,,http://ufcstats.com/fighter-details/41498c2d1a87b154
Mounir,Lazzez,The Sniper,http://ufcstats.com/fighter-details/49ee5024966efc0d
Cung,Le,,http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Thanh,Le,,http://ufcstats.com/fighter-details/882b3f5a0774d575
Quang,Le,Bang,http://ufcstats.com/fighter-details/32feae6d9a1e5047
Carlos,Leal,The Lion,http://ufcstats.com/fighter-details/28d421729451c8ca
Jordan,Leavitt,The Monkey King,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Jerome,LeBanner,,http://ufcstats.com/fighter-details/2d0b10789feafddb
Chris,Leben,The Crippler,http://ufcstats.com/fighter-details/d43a048a880efdff
Jean-Paul,Lebosnoyani,Mufasa,http://ufcstats.com/fighter-details/a3dda21be645be93
Mickael,Lebout,Ragnar,http://ufcstats.com/fighter-details/c575ab451e3c5b1d
Stephen,Ledbetter,,http://ufcstats.com/fighter-details/56ec58954158966a
Justin,Ledet,El Blanco,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
James,Lee,,http://ufcstats.com/fighter-details/863d06a7ef8bc98c
David,Lee,,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Jackie,Lee,,http://ufcstats.com/fighter-details/4985113c0928aa62
Eun Soo,Lee,,http://ufcstats.com/fighter-details/39c568f8c579913e
Tae Hyun,Lee,,http://ufcstats.com/fighter-details/de99da2c0d18d34a
Tommy,Lee,,http://ufcstats.com/fighter-details/806975e1b4f47b27
Matt,Lee,,http://ufcstats.com/fighter-details/d9e3743bae8d703d
Imani,Lee,,http://ufcstats.com/fighter-details/0802be3516ef8f66
Vaughan,Lee,,http://ufcstats.com/fighter-details/8bb6f4479685bbcc
Kevin,Lee,The Motown Phenom,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Rocky,Lee,,http://ufcstats.com/fighter-details/0d1c163b206e8c5f
Andrea,Lee,KGB,http://ufcstats.com/fighter-details/05fa626cb33d15b8
JeongYeong,Lee,Korean Tiger,http://ufcstats.com/fighter-details/d008d785f6347dc2
JungHyun,Lee,The Phenom,http://ufcstats.com/fighter-details/b6033505c245e28b
ChangHo,Lee,,http://ufcstats.com/fighter-details/117a06469813e4ef
Macksom,Lee,,http://ufcstats.com/fighter-details/9fd299c8356cbf0f
Ricky,Legere Jr.,IE Bad Boy,http://ufcstats.com/fighter-details/5817df778cc27274
Sherron,Leggett,Rob Roy,http://ufcstats.com/fighter-details/4f670b7972fa0a2e
Cheyden,Leialoha,Steadfast,http://ufcstats.com/fighter-details/98cbbc06074c68a4
Claudia,Leite,,http://ufcstats.com/fighter-details/90550a08f0b02b6f
Thales,Leites,,http://ufcstats.com/fighter-details/cfb65863d5099327
Jovan,Leka,,http://ufcstats.com/fighter-details/182a73d5b4e57871
Stefan,Leko,Blitz,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb
Gabe,Lemley,,http://ufcstats.com/fighter-details/fd4578cac86d75ca
Amanda,Lemos,,http://ufcstats.com/fighter-details/3df5493bb279226f
Giacomo,Lemos,,http://ufcstats.com/fighter-details/f37822d5b3e47517
Christophe,Leninger,,http://ufcstats.com/fighter-details/7269329bd87eb479
Jesse,Lennox,The Ox,http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Jean Francois,Lenogue,,http://ufcstats.com/fighter-details/e60201cfab7d656d
Nik,Lentz,The Carny,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
Alberta Cerra,Leon,,http://ufcstats.com/fighter-details/6e02c318762f52f1
Victoria,Leonardo,Fury,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
Anthony,Leone,,http://ufcstats.com/fighter-details/86b9b51a81e9c339
Chad,Leonhardt,The Boss,http://ufcstats.com/fighter-details/657d0ed181f04215
Kimo,Leopoldo,,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Michael,Lerma,,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3
Lukasz,Les,,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f
Brock,Lesnar,,http://ufcstats.com/fighter-details/513c6f1715e547a8
Frank,Lester,,http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Valerie,Letourneau,Trouble,http://ufcstats.com/fighter-details/46a2f24feb258ae0
Leah,Letson,Nidas,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Justin,Levens,The Executioner,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Marcus,LeVesseur,The Prospect,http://ufcstats.com/fighter-details/182f2b78582de3d8
David,Levicki,,http://ufcstats.com/fighter-details/49590e0508b2c19f
Kyle,Levinton,,http://ufcstats.com/fighter-details/81ddc98fceb30086
Natan,Levy,Lethal,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
John,Lewis,,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Derrick,Lewis,The Black Beast,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Bevon,Lewis,,http://ufcstats.com/fighter-details/899923ff6ab13917
Brandon,Lewis,,http://ufcstats.com/fighter-details/6623cb1c27025634
Malik,Lewis,Hard Knock,http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Chi,Lewis-Parry,Chopper,http://ufcstats.com/fighter-details/a307a10414d0ad00
Li,Jingliang,The Leech,http://ufcstats.com/fighter-details/e64b96c07d7ce999
Li,Yunfeng,,http://ufcstats.com/fighter-details/4c7afd56ef1947ac
Liang,Na,The Dragon Girl,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
Jess,Liaudin,The Joker,http://ufcstats.com/fighter-details/a8aba6fd8a463043
Chuck,Liddell,The Iceman,http://ufcstats.com/fighter-details/a390eb8a9b2df298
Rodrigo,Lidio,Dynamis,http://ufcstats.com/fighter-details/11b5a809c3120e27
Sam,Liera,,http://ufcstats.com/fighter-details/421ccfc6ddb17958
Zach,Light,,http://ufcstats.com/fighter-details/5d7c18191b8aa432
Scott,Lighty,,http://ufcstats.com/fighter-details/998c8890a8dde1eb
Chris,Liguori,,http://ufcstats.com/fighter-details/0e31bfd26cc8c503
Donnie,Liles,,http://ufcstats.com/fighter-details/a1bf037613180253
Jae Suk,Lim,,http://ufcstats.com/fighter-details/bbb15f301e4a490a
Hyun Gyu,Lim,The Ace,http://ufcstats.com/fighter-details/203c957eac95dd87
Juliana,Lima,Ju Thai,http://ufcstats.com/fighter-details/75a6a390fd5dca46
Dhiego,Lima,,http://ufcstats.com/fighter-details/e9213f53ddeca978
Douglas,Lima,The Phenom,http://ufcstats.com/fighter-details/264111bf62662fbf
Mabelly,Lima,,http://ufcstats.com/fighter-details/6135fd9665fbb74e
Andre,Lima,Mascote,http://ufcstats.com/fighter-details/b1f21ce050035d58
Felipe,Lima,Jungle Boy,http://ufcstats.com/fighter-details/9256f591b30c073e
Miguel,Linares,,http://ufcstats.com/fighter-details/18c49685296c60e6
Emiliano,Linares,Golden Bull,http://ufcstats.com/fighter-details/a4ef92274a45143d
Matt,Lindland,The Law,http://ufcstats.com/fighter-details/0e041d43a47d2e4b
Jake,Lindsey,The Librarian,http://ufcstats.com/fighter-details/33e00249ef08d3a4
John,Lineker,Hands of Stone,http://ufcstats.com/fighter-details/c268b2cfebccf652
Austin,Lingo,Lights Out,http://ufcstats.com/fighter-details/305d73ede05e31ad
Lucio,Linhares,,http://ufcstats.com/fighter-details/a780d16cf7eed44d
Philipe,Lins,Monstro,http://ufcstats.com/fighter-details/53c943c873cffe90
Tainara,Lisboa,Thai Panther,http://ufcstats.com/fighter-details/2c5f5749569eef66
Dean,Lister,The Boogeyman,http://ufcstats.com/fighter-details/68c6cd5287b473a7
Wesley,Little,,http://ufcstats.com/fighter-details/008c6e1a25751575
Adam,Livingston,Bomb,http://ufcstats.com/fighter-details/515890922fe9ce96
James,Llontop,Goku,http://ufcstats.com/fighter-details/93b2b7caa457cbea
Abner,Lloveras,Skullman,http://ufcstats.com/fighter-details/6448e57a9533b7e4
Brian,Lo-A-Njoe,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
John,Lober,The Machine,http://ufcstats.com/fighter-details/31652c9267606d54
