fighterId,espnId
443f60bec7c3c3d5,3264073
44470bfd9483c7ad,2500402
447f9858ae78f921,3132513
4498b382c65a7faa,2504943
449c890bd90f3374,2972878
44aa652b181bcf68,2488869
44bc27bfa76dcd9e,2975070
453ee00c3e1ae9dd,2501661
459e4dc69ec669b2,3722431
45bc8f98d62bd096,2501376
45e738622ea2c02c,3112007
45f0cc9d18f35137,3961293
45f7cb591c3ab00b,4295192
4604ab1de9058474,2558097
4679a38cced7c64a,2951493
4682bc59d5f55145,4566991
4690d47bf725fd98,4239077
46d0a888d87d91ac,3094635
46e0d677f91bacc0,4010864
472f6f6e6d962f40,2989130
473ce3aa581251a2,2354205
476414d2f18cd059,2410614
476fe566d2df676e,4279621
47b63240018d5d86,3032973
47b9e0e7703a4868,2500857
480b702debcb5433,2335788
4834ff149dc9542a,2501541
483a953b18d73bb3,4400662
48e96d9cea6d4ab0,2611955
4908c5ee68a50ee5,2335606
494b0bfdbac74502,3089918
4959f10a62f3fec3,4683396
497ba5b12a4bfc47,2335532
49858bf46dabf6fb,2596595
49a74b9fb2e45fdf,2989848
49b130de1da2e1bf,3115959
49e96ff8ab781589,4071969
49ee5024966efc0d,4683892
49efbdc6c9f650c4,2502140
49f78022126bf4a4,3952890
4a1329cc8eb0928a,2504574
4a28cb716c19157a,2615077
4a57ebb14315b251,3031587
4aa58269d0664b5b,4688408
4b1d46a1b5c0fd11,3091100
4b4753d19489297f,2500118
4b47e71384a9522f,2500946
4b4fc3ddc307bc73,2431321
4b93a88f3b1de35b,2504988
4ba8d454f762005d,2512055
4bcb6eb12b4ad4aa,2557028
4bd6b4800070b069,2514827
4bf6b225ff6099c4,3041157
4c288a2b250bb576,3089911
4c2d90e335e6df19,2563797
4c7781da8c6cae93,2560999
4c805f5f58a75df0,2558135
4c88a1db5a46c6a4,4078246
4c8d6fde2dde07c4,2354217
4cd8b03aee1d0138,3983481
4d5197f331c47290,3034823
4d74641fac830182,2501947
4d8fa64202cee4c1,4339490
4dc496aa0cfc0d95,2558145
4dcfb28c011c11b2,4426282
4e0692ad070976e4,2525099
4e30e4250cb08b61,4292347
4e9fb05d7e5e61b8,2502148
4f11e9ce318ffbcb,3039004
4f140403000158b5,3089633
4f2fcbefb668689d,2335776
4f74c8be51db8a37,2479915
4f95f74620a6b7a4,2335627
501b07aec9b8fc2d,2354128
50a28b9f8314e008,4571945
50db8711c70196cd,2500735
51018a31ddf31eb2,4200455
511e82663651438d,2488476
513c6f1715e547a8,2335298
519e4fe37ce9ff75,2951202
51b0bb73a1da34bc,2335724
51b1e2fd9872005b,2488573
523af801b3429015,4350869
523f6ad11dbe9b53,3007887
523fa774700d7d3f,2504639
528b071cf3da7c56,4372194
528c24b99fbaab79,2500422
52c2ae6d2f2d2613,4351319
52cae54377b433b7,2335773
5330fe7e4c3af81c,2335484
539ed332b3078821,3041848
53c943c873cffe90,2959588
53ec9cb470e1a4ea,2990848
5431dccc09118234,2506560
5442f1bc4b47eaf3,2984770
5444c5a201d3ee5a,4425355
54578e5927adea53,2504931
546015aa2ad945fd,2335831
547afe1017e72dbe,3913473
54f64b5e283b0ce7,4350812
55f80a8aeffcdb33,2499693
55fa6ce3e522c8bb,4321051
56116a79e4deed06,2504613
5669b828e7e11329,2335814
56fcb2c4d99f9d1b,3734391
57186c150c645200,5070502
5731cc327790b731,2354307
577ec7e108b94be3,2951318
57887765f831e228,3110326
578ef12674df1e6a,3136286
579fcdfcabd23a7b,2335748
57bad6a84230f0c9,3096279
583ee11abddfc581,3821549
58bbef3770bb2dfc,4411888
58bc81376286b3d3,2335775
59279a7c978f7da0,2960680
59583ff832fe9d68,2335651
595db60957de51d3,4418962
597db668b01c442c,2558114
5987b2458f4b5290,3922491
59aaf2730b84698a,2556277
5b2d7906aa894274,2335774
5b407acfe0ef9b76,2500679
5b5307450405abf0,2500630
5b5b9c6f6f270369,2354271
5b86d491d63890c5,4193694
5b8ba8f5512893b1,3122837
5bb0a618ad03ac64,2431360
5bf31a46becc1204,4294918
5c1ca0c72b599a3c,2503656
5c2ce761399dc9c5,3127609
5ca158b1cc9cb242,2500154
5d1b7e3dd9e11074,4236504
5da33b8fbfa5ee95,4255766
5df17b3620145578,2354088
5e6294b37bbef029,4065597
5e84a859c6a82288,3089904
5ea918ea81b7dee2,3120896
5eb50529a8418b77,4306125
5ec591b78349ba7e,4875511
5eedbf1e9601be35,2354106
5ef0088c1b19beeb,2504179
5f04e3d58d9ce982,2335706
5f179af5fffeb9f6,3910104
5f3805dda9661cba,3913466
5f3da9a9610d8969,3991050
5f61780fe5e9b6d0,4697476
5f87a5c00b3d17ed,2335797
5fa2974cbd18e05c,4063869
60029bcf496bd707,2504926
601964f9654f911a,4084453
60425d07ef4b91a7,4237015
6085ceb59087514b,2487588
60a42bf82447c919,4705600
60ba33c3f555a7a3,2354170
60c72f7459827881,2504047
61fb8098ccf81c7f,4371002
621a6c59f88a44fe,2335661
622f015c81a9b13a,2335768
62918a2118de08b2,2516128
6291ac0a3726732f,2499538
62f7097c04311193,4217612
633a45d131192ffe,2501539
634e2fb70bde3fd5,3028404
6370c1c1e12723d5,3998068
638cfec7ec559d6e,2951482
63eedfcc73071d41,2558099
64360e618823a8e4,2335693
64959f90b6dd9759,2570368
64a50dad704d1d49,2526299
64facb6cc564262d,4423214
654ae722109a0d31,3011927
6551c64fbcd1a467,4227318
65578a75fa7900e3,2553996
658c3465581ae46b,2335658
65f09bacd3957381,4294504
669970f7feba8ecd,4350796
669a3cb6e394f515,2558117
66ab58d0b3783607,3904497
672ef06fd9f41f7d,2558123
673ea7dcc786b1b3,3081041
6751eacd16bd59bc,4616087
6776260cb0aef647,2431358
67a992d4cff22466,3895652
67c1d46f4ed16f9e,2994349
67f272324a030d00,2504818
6803d4d6908354ac,2354017
6809c31286b08d97,2557945
681399317dbf4701,4685870
684d3aee255a3d09,4896529
6859f67468ba8489,2335518
6888e31ce88f5b17,2354195
68c6cd5287b473a7,2335829
68d35296f566792b,4801267
68d4a891e5cf2029,4243624
68dd7b3783c19f9c,2335656
696002b59f09d73b,2587852
69888118d968ba52,4425728
69b69c0178c4004d,2335730
6a11e325aa60ad02,4237606
6a1901c62ab3870f,3024395
6a2f7c151031653d,2335687
6a740daf1b279661,4246307
6a92caba39b64752,2431250
6aae253467e8f9ce,4600143
6ac9bc2953c47345,2553261
6ad9058b7c7898b0,2354053
6b453bc35a823c3f,4828707
6b7bc7eaf2465387,2410621
6b7c7460855dbbb9,3088682
6bb1d2b714d4b3bc,2487847
6bd02119599741a4,3045734
6ceff86fae4f6b3b,2335635
6d1bffff14897645,3043484
6d35bf94f7d30241,4684848
6d4b63c767106d3a,3045887
6d68c1afe954f121,4424224
6d7886b094b471ac,2556810
6e00cfffd54653c4,2976026
6e15f63b6c2e2c15,4239928
6e7506127408aa9e,4219673
6e92eb1242b46636,3002125
6e9f40c706f91f32,4685988
6eaec40f724852f4,4021651
6ebe96a116e79e52,4372193
6ece1d2ab1bed31d,2558107
6ef58dabef8beb15,2354076
6f242453c91a5af0,2527805
6f7c616b98e18c29,3085303
6f81b6de2557739a,2495165
6fb1ba67bef41b37,2504229
6fd953151d981979,3136289
701e057d63c124d9,2500572
7026eca45f65377b,3894823
70d2329a92864fdb,4265846
70e1f8a821b72c8b,4354420
70fa1c64a2c439ef,4411394
71002dbc1743b9a7,2565792
710d93f1508f7104,2951306
710f0f8c5d5c9d41,4863328
714e1e0681ddb703,2555489
71505842fb6455c3,4685871
725a834930c2b5bf,2335816
725b1abc9a39d873,4869424
7269329bd87eb479,2557851
729d4bd5a6cd0a97,3075001
72db2a14ffa73ece,3068125
72e5e5a6edfa8223,4410716
72ea1984c52019b5,4875505
72ffecf712673af1,3988727
7339d340aa2889cb,2497959
738acab0c6934dd8,2951459
73c7cfa551289285,2335629
73e09f837f3b5ecc,2381659
73ef22f25d0f70e2,2501950
7447e9f28508106a,4021217
744e098e065cfdbe,2504247
7450525c7ba032a0,2335302
749f572d1d3161fb,4028627
74fefd43f073cd2f,2556012
751de04455cfaac0,3164030
7559395ad833c074,4567897
75afb06215a07341,3997030
75bbd2206a15319f,2431251
75e0d3cc2262b732,2499014
75f871836d41f90f,2335739
760a55d5b6098cbe,4013049
764342d39cdaa54a,3115841
7649c4c95b824488,2431268
76729a829623e266,2558166
767755fd74662dbf,4684751
7691a80e6ca3e55b,2501671
76e2870ffafbe38f,4029275
76ee3d666c648f6b,3020777
773f7feacf96153e,4249184
775bad6d700d2302,2501942
776a58a67665a171,3154673
776d4262c4da38bf,4914568
7772b283d288dbe2,4226626
777dea713da2441d,3111141
77d7295d1b22c694,3962563
78114b7199cef90c,2335682
7826923b47f8d72a,4008549
782a2a17d3e38fdf,2556811
7832f2f62f04178f,4684678
787bb1f087ccff8a,4426000
78863e4a28204a6b,3040875
78a68f1dade6aaf7,4426301
78f485f851891d68,4251462
791c8437b341fba5,4422355
792be9a24df82ed6,3027545
79325a3c1a5c3bf4,3171474
79899ecf62020f6d,2335672
798e48f9e7f6ba22,3249894
79cb2a690b9ba5e8,4683807
7a359ef685a304a7,2558104
7a39bbac8cc0fa70,3085301
7a5e8c94a86f9895,2960757
7a613f78dd7ee8f8,2615273
7a703c565ccaa18f,2431314
7aa3d6964eff4877,2552906
7aa88401f93ce836,2335847
7ab478c397cd68ef,4045420
7abe471b61725980,2495166
7acbb0972e75281a,4001851
7af33fc4435017f1,4815974
7b143a54451263d9,2509288
7b6ce3a9460565b5,2488862
7b6e40a73b567072,2354207
7b9aa973e5c04624,2557319
7bc96507e4b38d3b,2556644
7bd94b60d7521e4a,2611953
7bde387d50829adf,4565792
7be14eaed4c74856,2517186
7be74a12d7352df2,2569886
7c0847d3854a95f2,2335603
7c7332319c14094c,3155424
7c9c6a884be167fe,4377802
7cbf7c78d3b34218,4079621
7cdd3e5d3aa9cb39,2585978
7cf20446453f852b,2501338
7d96bc577e5178b2,2335689
7dda2cf308f24a02,4289516
7f0b4a75ef3039a3,2354240
7f0f171414d0a287,4412812
7f6ed67d3ed3c036,4686725
7ff97850e8c32bda,2504929
803bebcfb6d6f506,4406572
80779d7441af1b52,2504170
809bd1a871491508,4425604
80d8aed0ca9b00f3,4046629
80daefbed11ce998,3128373
80e6d71e14c1d356,2502015
80eacd4da0617c57,2500457
80fa8218c99f9c58,2516131
814ff3018127e8fc,3030256
817e0bdf08efce2e,2354075
82a5152216251682,4074001
82b4e942781b1046,4372195
82cbb809d5ee565c,3995922
82d4c957649faf9b,4423448
830f60497fab345a,4237148
8355922d564b152c,2335679
83c6c3e0f8bde8ee,2556807
83d0de122f2f9664,2335649
84a067c46306a737,2335605
84ac950d4c1722dd,2354121
84b3e7d38f2d2ec5,3001914
84ff027394f7e470,4021934
85073dbd1be65ed9,2220951
852454c572675334,2500695
85980f5da429c0a6,2552405
85ff1b9471d35238,4077001
8614b7134913f5d5,3958094
862b0b3375aa4b6e,4078218
863d06a7ef8bc98c,2335642
8667caa0451d245b,4245094
866fd7b1a6c90e7f,4421517
86d9dbe1bfcbade7,3117376
86dfed7cc24a9fa7,2335662
86f582852a5b240a,2335685
8765559b6a29a421,3902208
8788beb528894f33,2951170
879b8df81523d91b,2614926
87a1dc546b1c5caf,3162105
87aa9fb63d6b51a1,4241041
87c0b1c696ddfb43,4245092
87e2468b986ebb79,4416295
881bf86d4cba8578,4690539
882d62561063a927,3153108
886264a0c9f4ea5e,3091099
8866c6f509c19089,3956260
887961364be5ceb3,2502364
88c8f47241d90040,2354436
88d7b6d8230e1f3f,4076788
893d51aaf024eddd,2574116
896c322f56b8be5a,2335787
89a407032911e27e,2500160
89b8d1bf1ff09d1d,2335490
8a0be41c0380188d,2465555
8a1f3b5c526cd6e6,4426312
8a59d346dc976a10,2354193
8a70ceb3edbe757b,2616900
8abac218746e04ca,4355731
8abf70f79e9e27c2,2511420
8adcbd525fab8d9b,3039886
8b260672a21d1fd6,2517103
8b69839f3555a67b,2335491
8bbc0cfc01bc1ba1,2965162
8bdac25ce0bb874d,2563796
8be158ca1e5ea6a0,4339149
8c0580d4fff106c1,3026011
8c169fbe1ac33637,4419434
8c39367b53eadf8a,4715407
8c3f3c43c8ceb778,2501370
8c57c7b8c3bab0eb,4417235
8c822811eedc11ad,3949547
8c8c92a12621d7e0,2504262
8cad40a75e5c97f5,3112018
8d03ce87ca14e778,3933168
8d20d76af3f213ce,4783385
8d49545dadf9b919,2555778
8dc46e9a7895ce1a,2557321
8e1f36476ef02a6a,3022348
8e382b585a92affe,3924096
8e5bfd4e82352340,2526824
8e5d953bdb9ae5e7,4700617
8e893f269d5696b2,2512090
8e8e4487c621aa1c,3009737
8eb046f83e82bf26,4406574
8f2939f5fd9cca1e,2354141
8f2d9ee27f206f1f,2335830
8f4eeaf7a0df7c1a,3127951
8f5c8850b2484173,3082807
8f6a18831a120817,2486970
8fa2b06572365321,2501922
8fc9ae9c7527dfcb,3099070
8fd808923cffff82,3074464
9014c02eff8b3d62,4695736
901cddcbfa079097,2504562
902ec2cc48c8ae8a,3955577
90da09db03e41748,4289873
90e0985df05e51bc,3119811
91181b29be041f1c,2951465
91186547a7f3f758,2335488
9123c54d0a2b72dd,3103207
917e53fa0adea0d3,2354086
918d9d89d4d52acc,2556802
918db42c3637916f,2501723
91acd6910b802a9e,2335670
91d73ee59347ac16,2335712
91dac5e69e28d5b5,3104720
92437c6775b3f7d1,2970798
92a9aa9c93192871,2504168
92b62174c175ce19,3026131
92fa1401b7927da3,2988175
934de214814b8ff4,2354284
93892752c5fc23ca,2487840
93b62c5f2ba18e51,3154766
93b9496275bbbf80,2354554
93ce4ac89e3d7652,2335799
94070f6544c4b2a5,2557323
94426bb170c88115,4289274
94508d80e1f885fc,3003518
94527830000ab715,2503659
94609dd91731d428,2556809
947eccadb72f4f6f,2431263
952f6fa06f25a0ec,2479914
9560ff14eb3129f7,3957071
9583662df31d943f,2335803
96428b9e9bd048ea,2546733
9673a497a9da119a,4227055
96c336b463e0662c,3092342
971246648e162f0d,4354421
97a8f39186f489db,2499819
97cf1a2c7c5e7889,3023804
980b4e712489098e,2354052
981ab7a0576f76a0,2354560
98215d037be5bcb7,4085155
98a6b2361045898f,3953367
98c23cb6da5b3352,2335844
98ec9f385cca47fc,2614929
98f6da59d765ec94,2503056
990bd63726a577f8,2500002
993d385f5a475375,3001948
99bd51917728c25d,3931156
99bd87a300079ed9,2504556
99c7610aa74995d3,3025283
99dd0147dc4ef80c,2500816
99df7d0a2a08a8a8,2506250
9a2d3567abc02e34,3082804
9a967e8e43dcef63,2557324
9abc648e76c4493a,4076472
9ada30894bf04e19,4601431
9b198c73e3d0d289,2615259
9b1e3fb4f8cbd5b7,3044563
9b68bf67c5695185,2505263
9b74de674c355425,2335736
9b75954db8db2a08,3161676
9b7694d064a8a0ad,2998786
9ba2226646046b63,3027601
9bcf8603ceb25680,2335818
9be6020024133293,3968304
9c42a0de8e012870,3965432
9c44f290f5726d95,4070700
9c65736747ca92ec,2500425
9c669abd35b2522f,2500661
9c907996820d2d69,3003458
9ca265dfe8323db3,2335791
9ccdd2ce45903f34,2500320
9ccf8371fd80d45d,4010677
9cdd2da1a9104a0b,4334306
9ce6d5a03af801b7,3897436
9cfbfae5fa1fdd93,4411885
9d19d9e4aa2662e8,3026267
9d62c2d8ee151f08,3309918
9d83f6da776ff7d6,4300149
9ddfb3369a3b0394,2505274
9dedfdd91070ddd8,4374740
9deff9e3e8d94d47,2559935
9e50097a89442158,3960470
9e8f6c728eb01124,3022345
9e92e1ca498d7244,4880596
9eb069062a0cfc13,3130180
9edf2c9082cc2cd8,4899729
9fa3bd637edd9aa2,2335448
9fd1f08dd4aec14a,2951146
9fe7af8b3fbe00a0,4038105
9fe85152f351e737,2335819
a00ec21cfbba17b6,2966232
a01a62132460a98d,4408375
a01e84abefd85ec0,2526109
a08d909a5be6f410,2335644
a08ddd04eaffd81d,4426285
a0b91014e9d16a76,2512949
a0c139b34f11421a,2487735
a0e6753c42698f13,4372245
a0e75f4a13eb73f1,3923484
a0f0004aadf10b71,2560746
a149d6bc670cdb60,2335798
a17322f99ddfd8e9,2559785
a20d7dfaba74c067,2497950
a20f234df70f2182,3155846
a220be6d41d6f97d,2501782
a24e080000fa7a35,2558137
a29db9cd4f9ccea5,4702563
a2ccf35a88346a91,4335947
a2ea77e974c5889f,4257695
a331233f597090a5,3111927
a36556bb1565e32d,2960683
a3a542074109b347,4689229
a495f599e787614f,3948876
a4a80dd7336ffd59,4420893
a4e85a58fbce64b2,2514885
a52bc1e62cf0b7c6,4686734
