EVENT,URL,DATE,LOCATION
UFC Fight Night: Fight for the Troops 2,http://ufcstats.com/event-details/282fa667ff9c51ed,"January 22, 2011","Killeen, Texas, USA"
UFC 125: Resolution,http://ufcstats.com/event-details/d1152823307d7e7c,"January 01, 2011","Las Vegas, Nevada, USA"
UFC 124: St-Pierre vs Koscheck 2,http://ufcstats.com/event-details/132f860d02953f4c,"December 11, 2010","Montreal, Quebec, Canada"
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,http://ufcstats.com/event-details/5d7bdab5e03e3216,"December 04, 2010","Las Vegas, Nevada, USA"
UFC 123: Rampage vs Machida,http://ufcstats.com/event-details/dd992d569aaebee6,"November 20, 2010","Auburn Hills, Michigan, USA"
UFC 122: Marquardt vs Okami,http://ufcstats.com/event-details/0ff11cc094e887bc,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany"
UFC 121: Lesnar vs Velasquez,http://ufcstats.com/event-details/afdb76fbd86f6d11,"October 23, 2010","Anaheim, California, USA"
UFC 120: Bisping vs Akiyama,http://ufcstats.com/event-details/d512d9f204059f57,"October 16, 2010","London, England, United Kingdom"
UFC 119: Mir vs Cro Cop,http://ufcstats.com/event-details/ad32471f01e7b1a5,"September 25, 2010","Indianapolis, Indiana, USA"
UFC Fight Night: Marquardt vs Palhares,http://ufcstats.com/event-details/acff437707625fc7,"September 15, 2010","Austin, Texas, USA"
UFC 118: Edgar vs Penn 2,http://ufcstats.com/event-details/054defd5420a551f,"August 28, 2010","Boston, Massachusetts, USA"
UFC 117: Silva vs Sonnen,http://ufcstats.com/event-details/2f3f12002564bb55,"August 07, 2010","Oakland, California, USA"
UFC Live: Jones vs Matyushenko,http://ufcstats.com/event-details/f12f979b657ab876,"August 01, 2010","San Diego, California, USA"
UFC 116: Lesnar vs Carwin,http://ufcstats.com/event-details/140745cbbcb023ac,"July 03, 2010","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://ufcstats.com/event-details/9bcf8603ceb25680,"June 19, 2010","Las Vegas, Nevada, USA"
UFC 115: Liddell vs Franklin,http://ufcstats.com/event-details/cfb65863d5099327,"June 12, 2010","Vancouver, British Columbia, Canada"
UFC 114: Rampage vs Evans,http://ufcstats.com/event-details/bfc2fc38a0e20211,"May 29, 2010","Las Vegas, Nevada, USA"
UFC 113: Machida vs Shogun 2,http://ufcstats.com/event-details/d0c29452d3272603,"May 08, 2010","Montreal, Quebec, Canada"
UFC 112: Invincible,http://ufcstats.com/event-details/24b033b3daf1c9df,"April 10, 2010","Abu Dhabi, United Arab Emirates"
UFC Fight Night: Florian vs Gomi,http://ufcstats.com/event-details/3ed134d85dfbd7b4,"March 31, 2010","Charlotte, North Carolina, USA"
UFC 111: St-Pierre vs Hardy,http://ufcstats.com/event-details/c80095f6092271a7,"March 27, 2010","Newark, New Jersey, USA"
UFC Live: Vera vs Jones,http://ufcstats.com/event-details/3795fca327cbcf23,"March 21, 2010","Broomfield, Colorado, USA"
UFC 110: Nogueira vs Velasquez,http://ufcstats.com/event-details/49efbdc6c9f650c4,"February 20, 2010","Sydney, New South Wales, Australia"
UFC 109: Relentless,http://ufcstats.com/event-details/15edcf67ccf5be84,"February 06, 2010","Las Vegas, Nevada, USA"
UFC Fight Night: Maynard vs Diaz,http://ufcstats.com/event-details/58bc81376286b3d3,"January 11, 2010","Fairfax, Virginia, USA"
UFC 108: Evans vs Silva,http://ufcstats.com/event-details/a6d8bfe9e0c8153b,"January 02, 2010","Las Vegas, Nevada, USA"
UFC 107: Penn vs Sanchez,http://ufcstats.com/event-details/821cd80aab70d5f9,"December 12, 2009","Memphis, Tennessee, USA"
The Ultimate Fighter: Heavyweights Finale,http://ufcstats.com/event-details/91d73ee59347ac16,"December 05, 2009","Las Vegas, Nevada, USA"
UFC 106: Ortiz vs Griffin 2,http://ufcstats.com/event-details/84a067c46306a737,"November 21, 2009","Las Vegas, Nevada, USA"
UFC 105: Couture vs Vera,http://ufcstats.com/event-details/fa8b9e6b0c2269f8,"November 14, 2009","Manchester, England, United Kingdom"
UFC 104: Machida vs Shogun,http://ufcstats.com/event-details/7c0847d3854a95f2,"October 24, 2009","Los Angeles, California, USA"
UFC 103: Franklin vs Belfort,http://ufcstats.com/event-details/896c322f56b8be5a,"September 19, 2009","Dallas, Texas, USA"
UFC Fight Night: Diaz vs Guillard,http://ufcstats.com/event-details/a8ea84cbe1655f0a,"September 16, 2009","Oklahoma City, Oklahoma, USA"
UFC 102: Couture vs Nogueira,http://ufcstats.com/event-details/c6a33ff198aaaeeb,"August 29, 2009","Portland, Oregon, USA"
UFC 101: Declaration,http://ufcstats.com/event-details/48d1f690b763934c,"August 08, 2009","Philadelphia, Pennsylvania, USA"
UFC 100,http://ufcstats.com/event-details/0ee783aa00e468f0,"July 11, 2009","Las Vegas, Nevada, USA"
The Ultimate Fighter: United States vs. United Kingdom Finale,http://ufcstats.com/event-details/4908c5ee68a50ee5,"June 20, 2009","Las Vegas, Nevada, USA"
UFC 99: The Comeback,http://ufcstats.com/event-details/cb6783c39c01d896,"June 13, 2009","Cologne, North Rhine-Westphalia, Germany"
UFC 98: Evans vs Machida,http://ufcstats.com/event-details/c4b6099f0d25f75e,"May 23, 2009","Las Vegas, Nevada, USA"
UFC 97: Redemption,http://ufcstats.com/event-details/1652f3213655b935,"April 18, 2009","Montreal, Quebec, Canada"
UFC Fight Night: Condit vs Kampmann,http://ufcstats.com/event-details/04d5718ed2661e8c,"April 01, 2009","Nashville, Tennessee, USA"
UFC 96: Jackson vs Jardine,http://ufcstats.com/event-details/29b5791e51e7e832,"March 07, 2009","Columbus, Ohio, USA"
UFC 95: Sanchez vs Stevenson,http://ufcstats.com/event-details/7d21de9c6d7c98b2,"February 21, 2009","London, England, United Kingdom"
UFC Fight Night: Lauzon vs Stephens,http://ufcstats.com/event-details/d1759b2b7be9be56,"February 07, 2009","Tampa, Florida, USA"
UFC 94: St-Pierre vs Penn 2,http://ufcstats.com/event-details/2a542ee8a8b83559,"January 31, 2009","Las Vegas, Nevada, USA"
UFC 93: Franklin vs Henderson,http://ufcstats.com/event-details/68c6cd5287b473a7,"January 17, 2009","Dublin, Leinster, Ireland"
UFC 92: The Ultimate 2008,http://ufcstats.com/event-details/23ab42947c1990e3,"December 27, 2008","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,http://ufcstats.com/event-details/ea398c802d9998ee,"December 13, 2008","Las Vegas, Nevada, USA"
UFC Fight Night - Fight for the Troops,http://ufcstats.com/event-details/30cd319d39ee689b,"December 10, 2008","Fayetteville, North Carolina, USA"
UFC 91: Couture vs Lesnar,http://ufcstats.com/event-details/a2b06ca02bca14c0,"November 15, 2008","Las Vegas, Nevada, USA"
UFC 90: Silva vs Cote,http://ufcstats.com/event-details/c670aa48827d6be6,"October 25, 2008","Rosemont, Illinois, USA"
UFC 89: Bisping vs Leben,http://ufcstats.com/event-details/312f47c3d2f83ffa,"October 18, 2008","Birmingham, England, United Kingdom"
UFC Fight Night: Diaz vs Neer,http://ufcstats.com/event-details/279093302a6f44b3,"September 17, 2008","Omaha, Nebraska, USA"
UFC 88: Breakthrough,http://ufcstats.com/event-details/0db70ca89e1c7374,"September 06, 2008","Atlanta, Georgia, USA"
UFC 87: Seek And Destroy,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,"August 09, 2008","Minneapolis, Minnesota, USA"
UFC: Silva vs Irvin,http://ufcstats.com/event-details/46f11d15c0134fe3,"July 19, 2008","Las Vegas, Nevada, USA"
UFC 86: Jackson vs Griffin,http://ufcstats.com/event-details/bf12aca029bfcc47,"July 05, 2008","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://ufcstats.com/event-details/2299605af59fd309,"June 21, 2008","Las Vegas, Nevada, USA"
UFC 85: Bedlam,http://ufcstats.com/event-details/2efbc83a6b9b7f86,"June 07, 2008","London, England, United Kingdom"
UFC 84: Ill Will,http://ufcstats.com/event-details/2549d63da9c456cb,"May 24, 2008","Las Vegas, Nevada, USA"
UFC 83: Serra vs St-Pierre 2,http://ufcstats.com/event-details/ad047e3073a775f3,"April 19, 2008","Montreal, Quebec, Canada"
UFC Fight Night: Florian vs Lauzon,http://ufcstats.com/event-details/b9e871af730f826c,"April 02, 2008","Broomfield, Colorado, USA"
UFC 82: Pride of a Champion,http://ufcstats.com/event-details/598a58db87b890ee,"March 01, 2008","Columbus, Ohio, USA"
UFC 81: Breaking Point,http://ufcstats.com/event-details/597db668b01c442c,"February 02, 2008","Las Vegas, Nevada, USA"
UFC Fight Night: Swick vs Burkman,http://ufcstats.com/event-details/33e33d51f289d2a1,"January 23, 2008","Las Vegas, Nevada, USA"
UFC 80: Rapid Fire,http://ufcstats.com/event-details/a24e080000fa7a35,"January 19, 2008","Newcastle, England, United Kingdom"
UFC 79: Nemesis,http://ufcstats.com/event-details/7269329bd87eb479,"December 29, 2007","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,http://ufcstats.com/event-details/df85d6ec3493d120,"December 08, 2007","Las Vegas, Nevada, USA"
UFC 78: Validation,http://ufcstats.com/event-details/1d147d4163a6989b,"November 17, 2007","Newark, New Jersey, USA"
UFC 77: Hostile Territory,http://ufcstats.com/event-details/91181b29be041f1c,"October 20, 2007","Cincinnati, Ohio, USA"
UFC 76: Knockout,http://ufcstats.com/event-details/bad28b7b34f334de,"September 22, 2007","Anaheim, California, USA"
UFC Fight Night: Thomas vs Florian,http://ufcstats.com/event-details/f341f9551ba744e2,"September 19, 2007","Las Vegas, Nevada, USA"
UFC 75: Champion vs Champion,http://ufcstats.com/event-details/0aa92558424ced9e,"September 08, 2007","London, England, United Kingdom"
UFC 74: Respect,http://ufcstats.com/event-details/a5c53b3ddb31cc7d,"August 25, 2007","Las Vegas, Nevada, USA"
UFC 73: Stacked,http://ufcstats.com/event-details/2a6f8136da1e52c0,"July 07, 2007","Sacramento, California, USA"
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,http://ufcstats.com/event-details/e7ec11096eac0282,"June 23, 2007","Las Vegas, Nevada, USA"
UFC 72: Victory,http://ufcstats.com/event-details/5ca158b1cc9cb242,"June 16, 2007","Belfast, Northern Ireland, United Kingdom"
UFC Fight Night: Stout vs Fisher,http://ufcstats.com/event-details/304fcd812f12c589,"June 12, 2007","Hollywood, Florida, USA"
UFC 71: Liddell vs Jackson,http://ufcstats.com/event-details/2e04a3b4a2011b97,"May 26, 2007","Las Vegas, Nevada, USA"
UFC 70: Nations Collide,http://ufcstats.com/event-details/4604ab1de9058474,"April 21, 2007","Manchester, England, United Kingdom"
UFC 69: Shootout,http://ufcstats.com/event-details/c1684f00c626f4c0,"April 07, 2007","Houston, Texas, USA"
UFC Fight Night: Stevenson vs Guillard,http://ufcstats.com/event-details/a6c2f5381d575920,"April 05, 2007","Las Vegas, Nevada, USA"
UFC 68: The Uprising,http://ufcstats.com/event-details/de3ed2e152520c8d,"March 03, 2007","Columbus, Ohio, USA"
UFC 67: All or Nothing,http://ufcstats.com/event-details/63b65af1c5cb02cb,"February 03, 2007","Las Vegas, Nevada, USA"
UFC Fight Night: Evans vs Salmon,http://ufcstats.com/event-details/13c4313ed0f744f3,"January 25, 2007","Hollywood, Florida, USA"
UFC 66: Liddell vs Ortiz 2,http://ufcstats.com/event-details/ee5df903f80c6816,"December 30, 2006","Las Vegas, Nevada, USA"
UFC Fight Night: Sanchez vs Riggs,http://ufcstats.com/event-details/21b8a0f5c231096f,"December 13, 2006","San Diego, California, USA"
UFC 65: Bad Intentions,http://ufcstats.com/event-details/3fed746acfd026dd,"November 18, 2006","Sacramento, California, USA"
The Ultimate Fighter: The Comeback Finale,http://ufcstats.com/event-details/baf942f4bcb09894,"November 11, 2006","Las Vegas, Nevada, USA"
UFC 64: Unstoppable,http://ufcstats.com/event-details/13b2f59210dda9cc,"October 14, 2006","Las Vegas, Nevada, USA"
Ortiz vs Shamrock 3: The Final Chapter,http://ufcstats.com/event-details/577ec7e108b94be3,"October 10, 2006","Hollywood, Florida, USA"
UFC 63: Hughes vs Penn,http://ufcstats.com/event-details/13e62d766b709aa6,"September 23, 2006","Anaheim, California, USA"
UFC 62: Liddell vs Sobral,http://ufcstats.com/event-details/f717b6002486f73f,"August 26, 2006","Las Vegas, Nevada, USA"
UFC Fight Night 6,http://ufcstats.com/event-details/46c8ec317aff28ac,"August 17, 2006","Las Vegas, Nevada, USA"
UFC 61: Bitter Rivals,http://ufcstats.com/event-details/f70144caea5c4c80,"July 08, 2006","Las Vegas, Nevada, USA"
UFC Fight Night 5,http://ufcstats.com/event-details/445a98acb8985970,"June 28, 2006","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,http://ufcstats.com/event-details/1dab0d1d81dd06db,"June 24, 2006","Las Vegas, Nevada, USA"
UFC 60: Hughes vs Gracie,http://ufcstats.com/event-details/a54a35a670d8e852,"May 27, 2006","Los Angeles, California, USA"
UFC 59: Reality Check,http://ufcstats.com/event-details/03688dc3c3af3ac1,"April 15, 2006","Anaheim, California, USA"
UFC Fight Night 4,http://ufcstats.com/event-details/b361180739bed4b0,"April 06, 2006","Las Vegas, Nevada, USA"
UFC 58: USA vs Canada,http://ufcstats.com/event-details/0e9869d712e81f8f,"March 04, 2006","Las Vegas, Nevada, USA"
UFC 57: Liddell vs Couture 3,http://ufcstats.com/event-details/977081bc01197656,"February 04, 2006","Las Vegas, Nevada, USA"
UFC Fight Night 3,http://ufcstats.com/event-details/2ee09ec2a0695eb9,"January 16, 2006","Las Vegas, Nevada, USA"
UFC 56: Full Force,http://ufcstats.com/event-details/c7e9d15cfce52f1d,"November 19, 2005","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,http://ufcstats.com/event-details/31ceaf0e670c1578,"November 05, 2005","Las Vegas, Nevada, USA"
UFC 55: Fury,http://ufcstats.com/event-details/271fe91f4ba9d2c5,"October 07, 2005","Uncasville, Connecticut, USA"
UFC Fight Night 2,http://ufcstats.com/event-details/efaf544314bb5c2e,"October 03, 2005","Las Vegas, Nevada, USA"
UFC 54: Boiling Point,http://ufcstats.com/event-details/669a3cb6e394f515,"August 20, 2005","Las Vegas, Nevada, USA"
UFC Fight Night 1,http://ufcstats.com/event-details/3f24c96753dbd9f9,"August 06, 2005","Las Vegas, Nevada, USA"
UFC 53: Heavy Hitters,http://ufcstats.com/event-details/d3711d3784b76255,"June 04, 2005","Atlantic City, New Jersey, USA"
UFC 52: Couture vs Liddell 2,http://ufcstats.com/event-details/c933d423ebdbbbdb,"April 16, 2005","Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,"April 09, 2005","Las Vegas, Nevada, USA"
UFC 51: Super Saturday,http://ufcstats.com/event-details/85d905f7c4f5a1af,"February 05, 2005","Las Vegas, Nevada, USA"
UFC 50: The War Of '04,http://ufcstats.com/event-details/ce783bf73b5131f9,"October 22, 2004","Atlantic City, New Jersey, USA"
UFC 49: Unfinished Business,http://ufcstats.com/event-details/b4bc2e3353a770b5,"August 21, 2004","Las Vegas, Nevada, USA"
UFC 48: Payback,http://ufcstats.com/event-details/429e7d3725852ce9,"June 19, 2004","Las Vegas, Nevada, USA"
UFC 47: It's On!,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,"April 02, 2004","Las Vegas, Nevada, USA"
UFC 46: Supernatural,http://ufcstats.com/event-details/94609dd91731d428,"January 31, 2004","Las Vegas, Nevada, USA"
UFC 45: Revolution,http://ufcstats.com/event-details/e670f8cc2969a789,"November 21, 2003","Uncasville, Connecticut, USA"
UFC 44: Undisputed,http://ufcstats.com/event-details/c61f66d8c3fd5f07,"September 26, 2003","Las Vegas, Nevada, USA"
UFC 43: Meltdown,http://ufcstats.com/event-details/108afe61a26bcbf4,"June 06, 2003","Las Vegas, Nevada, USA"
UFC 42: Sudden Impact,http://ufcstats.com/event-details/ae58685caf8e4a0d,"April 25, 2003","Miami, Florida, USA"
UFC 41: Onslaught,http://ufcstats.com/event-details/bba678d312590087,"February 28, 2003","Atlantic City, New Jersey, USA"
UFC 40: Vendetta,http://ufcstats.com/event-details/e06fd1260ac865a7,"November 22, 2002","Las Vegas, Nevada, USA"
UFC 39: The Warriors Return,http://ufcstats.com/event-details/0cf935519d439ba6,"September 27, 2002","Uncasville, Connecticut, USA"
UFC 38: Brawl at the Hall,http://ufcstats.com/event-details/1dc56b59cb28425d,"July 13, 2002","London, England, United Kingdom"
UFC 37.5: As Real As It Gets,http://ufcstats.com/event-details/9ccdd2ce45903f34,"June 22, 2002","Las Vegas, Nevada, USA"
UFC 37: High Impact,http://ufcstats.com/event-details/9fd1f08dd4aec14a,"May 10, 2002","Bossier City, Louisiana, USA"
UFC 36: Worlds Collide,http://ufcstats.com/event-details/02fc8f50f56eb307,"March 22, 2002","Las Vegas, Nevada, USA"
UFC 35: Throwdown,http://ufcstats.com/event-details/946f341df6472ee0,"January 11, 2002","Uncasville, Connecticut, USA"
UFC 34: High Voltage,http://ufcstats.com/event-details/4dc496aa0cfc0d95,"November 02, 2001","Las Vegas, Nevada, USA"
UFC 33: Victory in Vegas,http://ufcstats.com/event-details/c75b99887c8c3f5a,"September 28, 2001","Las Vegas, Nevada, USA"
UFC 32: Showdown in the Meadowlands,http://ufcstats.com/event-details/7b9aa973e5c04624,"June 29, 2001","East Rutherford, New Jersey, USA"
UFC 31: Locked and Loaded,http://ufcstats.com/event-details/20bd6c3e03c46ee6,"May 04, 2001","Atlantic City, New Jersey, USA"
UFC 30: Battle on the Boardwalk,http://ufcstats.com/event-details/2b1587a3376ab743,"February 23, 2001","Atlantic City, New Jersey, USA"
UFC 29: Defense of the Belts,http://ufcstats.com/event-details/08ae5cd9aef7ddd3,"December 16, 2000","Tokyo, Japan"
UFC 28: High Stakes,http://ufcstats.com/event-details/da6dfd09cca1d705,"November 17, 2000","Atlantic City, New Jersey, USA"
UFC 27: Ultimate Bad Boyz,http://ufcstats.com/event-details/31652c9267606d54,"September 22, 2000","New Orleans, Louisiana, USA"
UFC 26: Ultimate Field Of Dreams,http://ufcstats.com/event-details/cedfdf8d423d500c,"June 09, 2000","Cedar Rapids, Iowa, USA"
UFC 25: Ultimate Japan 3,http://ufcstats.com/event-details/d2b1c1317a39f6c6,"April 14, 2000","Tokyo, Japan"
UFC 24: First Defense,http://ufcstats.com/event-details/20ec0061400178ca,"March 10, 2000","Lake Charles, Louisiana, USA"
UFC 23: Ultimate Japan 2,http://ufcstats.com/event-details/a8fa0c4e95512806,"November 19, 1999","Chiba, Japan"
UFC 22: Only One Can be Champion,http://ufcstats.com/event-details/afaad7d6a581e307,"September 24, 1999","Lake Charles, Louisiana, USA"
UFC 21: Return of the Champions,http://ufcstats.com/event-details/1a1a4d7a29041d77,"July 16, 1999","Cedar Rapids, Iowa, USA"
UFC 20: Battle for the Gold,http://ufcstats.com/event-details/a7b48e18ca27795d,"May 07, 1999","Birmingham, Alabama, USA"
UFC 19: Ultimate Young Guns,http://ufcstats.com/event-details/a220be6d41d6f97d,"March 05, 1999","Bay St. Louis, Mississippi, USA"
UFC 18: The Road to the Heavyweight Title,http://ufcstats.com/event-details/c9bbf1a0285a8076,"January 08, 1999","New Orleans, Louisiana, USA"
UFC - Ultimate Brazil,http://ufcstats.com/event-details/32a3025d5db456ae,"October 16, 1998","Sao Paulo, Brazil"
UFC 17: Redemption,http://ufcstats.com/event-details/4a01dc8376736ef5,"May 15, 1998","Mobile, Alabama, USA"
UFC 16: Battle in the Bayou,http://ufcstats.com/event-details/749685d24e2cac50,"March 13, 1998","New Orleans, Louisiana, USA"
UFC - Ultimate Japan,http://ufcstats.com/event-details/29f935654825331b,"December 21, 1997","Yokohama, Kanagawa, Japan"
UFC 15: Collision Course,http://ufcstats.com/event-details/07a18ae55dfc3cd9,"October 17, 1997","Bay St. Louis, Mississippi, USA"
UFC 14: Showdown,http://ufcstats.com/event-details/dc950d59dc590aca,"July 27, 1997","Birmingham, Alabama, USA"
UFC 13: The Ultimate Force,http://ufcstats.com/event-details/5bd533d50c8e7b8a,"May 30, 1997","Augusta, Georgia, USA"
UFC 12: Judgement Day,http://ufcstats.com/event-details/96eff1a628adcc7f,"February 07, 1997","Dothan, Alabama, USA"
UFC - Ultimate Ultimate '96,http://ufcstats.com/event-details/9b5b5a75523728f3,"December 07, 1996","Birmingham, Alabama, USA"
UFC 11: The Proving Ground,http://ufcstats.com/event-details/6ceff86fae4f6b3b,"September 20, 1996","Augusta, Georgia, USA"
UFC 10: The Tournament,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,"July 12, 1996","Birmingham, Alabama, USA"
UFC 9: Motor City Madness,http://ufcstats.com/event-details/a390eb8a9b2df298,"May 17, 1996","Detroit, Michigan, USA"
UFC 8: David vs Goliath,http://ufcstats.com/event-details/b63e800c18e011b5,"February 16, 1996","San Juan, Puerto Rico"
UFC - Ultimate Ultimate '95,http://ufcstats.com/event-details/31bbd46d57dfbcb7,"December 16, 1995","Denver, Colorado, USA"
UFC 7: The Brawl in Buffalo,http://ufcstats.com/event-details/5af480a3b2e1726b,"September 08, 1995","Buffalo, New York, USA"
UFC 6: Clash of the Titans,http://ufcstats.com/event-details/1c3f5e85b59ec710,"July 14, 1995","Casper, Wyoming, USA"
UFC 5: The Return of the Beast,http://ufcstats.com/event-details/dedc3bb440d09554,"April 07, 1995","Charlotte, North Carolina, USA"
UFC 4: Revenge of the Warriors,http://ufcstats.com/event-details/b60391da771deefe,"December 16, 1994","Tulsa, Oklahoma, USA"
UFC 3: The American Dream,http://ufcstats.com/event-details/1a49e0670dfaca31,"September 09, 1994","Charlotte, North Carolina, USA"
UFC 2: No Way Out,http://ufcstats.com/event-details/a6a9ab5a824e8f66,"March 11, 1994","Denver, Colorado, USA"
