EVENT,URL,DATE,LOCATION
UFC 262: Oliveira vs. Chandler,http://ufcstats.com/event-details/744f50016c39c26c,"May 15, 2021","Houston, Texas, USA"
UFC Fight Night: Rodriguez vs. Waterson,http://ufcstats.com/event-details/58a36b4ccf5dc30e,"May 08, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Reyes vs. Prochazka,http://ufcstats.com/event-details/d57e6a8971b6d2bd,"May 01, 2021","Las Vegas, Nevada, USA"
UFC 261: Usman vs. Masvidal 2,http://ufcstats.com/event-details/27541033b97c076d,"April 24, 2021","Jacksonville, Florida, USA"
UFC Fight Night: Whittaker vs. Gastelum,http://ufcstats.com/event-details/4a35913bd9aa4161,"April 17, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Vettori vs. Holland,http://ufcstats.com/event-details/9114c8ded5ccd71d,"April 10, 2021","Las Vegas, Nevada, USA"
UFC 260: Miocic vs. Ngannou,http://ufcstats.com/event-details/6597b611f1c32555,"March 27, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Brunson vs. Holland,http://ufcstats.com/event-details/c36e1f4fa755ffb4,"March 20, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Edwards vs. Muhammad,http://ufcstats.com/event-details/8c90c1563972e44d,"March 13, 2021","Las Vegas, Nevada, USA"
UFC 259: Blachowicz vs. Adesanya,http://ufcstats.com/event-details/6e2b1d631832921d,"March 06, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Rozenstruik vs. Gane,http://ufcstats.com/event-details/81b57acd6975ac06,"February 27, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Blaydes vs. Lewis,http://ufcstats.com/event-details/bfe95ec546692b13,"February 20, 2021","Las Vegas, Nevada, USA"
UFC 258: Usman vs. Burns,http://ufcstats.com/event-details/3f7c14c7eca7195d,"February 13, 2021","Las Vegas, Nevada, USA"
UFC Fight Night: Overeem vs. Volkov,http://ufcstats.com/event-details/a1153013cb5f628f,"February 06, 2021","Las Vegas, Nevada, USA"
UFC 257: Poirier vs. McGregor,http://ufcstats.com/event-details/4304992c2acc187b,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Chiesa vs. Magny,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Holloway vs. Kattar,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Thompson vs. Neal,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020","Las Vegas, Nevada, USA"
UFC 256: Figueiredo vs. Moreno,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Hermansson vs. Vettori,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Smith vs. Clark,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020","Las Vegas, Nevada, USA"
UFC 255: Figueiredo vs. Perez,http://ufcstats.com/event-details/bbb15f301e4a490a,"November 21, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Felder vs. Dos Anjos,http://ufcstats.com/event-details/3bc27ec15facbcf3,"November 14, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Santos vs. Teixeira,http://ufcstats.com/event-details/41dca66f9dadfc86,"November 07, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Hall vs. Silva,http://ufcstats.com/event-details/ad044be25c94dcfd,"October 31, 2020","Las Vegas, Nevada, USA"
UFC 254: Khabib vs. Gaethje,http://ufcstats.com/event-details/c3c38c86f5ab9b5c,"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Ortega vs. The Korean Zombie,http://ufcstats.com/event-details/d4f364dd076bb0e2,"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Moraes vs. Sandhagen,http://ufcstats.com/event-details/fd4578cac86d75ca,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Holm vs. Aldana,http://ufcstats.com/event-details/805ad1801eb26abb,"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC 253: Adesanya vs. Costa,http://ufcstats.com/event-details/e69c5ce12f4e762b,"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Covington vs. Woodley,http://ufcstats.com/event-details/831b937811804dad,"September 19, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Waterson vs. Hill,http://ufcstats.com/event-details/9c37681096c6f3a9,"September 12, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Overeem vs. Sakai,http://ufcstats.com/event-details/542db012217ecb83,"September 05, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Smith vs. Rakic,http://ufcstats.com/event-details/e29cf523ebd155c5,"August 29, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Munhoz vs. Edgar,http://ufcstats.com/event-details/af1e5c64b8663aa0,"August 22, 2020","Las Vegas, Nevada, USA"
UFC 252: Miocic vs. Cormier 3,http://ufcstats.com/event-details/bda04c573563cc2e,"August 15, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Lewis vs. Oleinik,http://ufcstats.com/event-details/7a82635ffa9b59fe,"August 08, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Brunson vs. Shahbazyan,http://ufcstats.com/event-details/3746e21bb508391a,"August 01, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Whittaker vs. Till,http://ufcstats.com/event-details/dde70a112e053a6c,"July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Figueiredo vs. Benavidez 2,http://ufcstats.com/event-details/ddbd0d6259ce57cc,"July 18, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Kattar vs. Ige,http://ufcstats.com/event-details/18f5669a92e99d92,"July 15, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC 251: Usman vs. Masvidal,http://ufcstats.com/event-details/dbd198f780286aca,"July 11, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Poirier vs. Hooker,http://ufcstats.com/event-details/c32eab6c2119e989,"June 27, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Blaydes vs. Volkov,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc,"June 20, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Eye vs. Calvillo,http://ufcstats.com/event-details/1e13936d708bcff7,"June 13, 2020","Las Vegas, Nevada, USA"
UFC 250: Nunes vs. Spencer,http://ufcstats.com/event-details/4c12aa7ca246e7a4,"June 06, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Woodley vs. Burns,http://ufcstats.com/event-details/14b9e0f2679a2205,"May 30, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Overeem vs. Harris,http://ufcstats.com/event-details/dfb965c9824425db,"May 16, 2020","Jacksonville, Florida, USA"
UFC Fight Night: Smith vs. Teixeira,http://ufcstats.com/event-details/5f8e00c27b7e7410,"May 13, 2020","Jacksonville, Florida, USA"
UFC 249: Ferguson vs. Gaethje,http://ufcstats.com/event-details/898337ef520fe4d3,"May 09, 2020","Jacksonville, Florida, USA"
UFC Fight Night: Lee vs. Oliveira,http://ufcstats.com/event-details/53278852bcd91e11,"March 14, 2020","Brasilia, Distrito Federal, Brazil"
UFC 248: Adesanya vs. Romero,http://ufcstats.com/event-details/0b5b6876c2a4723f,"March 07, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Benavidez vs. Figueiredo,http://ufcstats.com/event-details/fc9a9559a05f2704,"February 29, 2020","Norfolk, Virginia, USA"
UFC Fight Night: Felder vs. Hooker,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020","Auckland, New Zealand"
UFC Fight Night: Anderson vs. Blachowicz,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020","Rio Rancho, New Mexico, USA"
UFC 247: Jones vs. Reyes,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020","Houston, Texas, USA"
UFC Fight Night: Blaydes vs. Dos Santos,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020","Raleigh, North Carolina, USA"
UFC 246: McGregor vs. Cowboy,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020","Las Vegas, Nevada, USA"
UFC Fight Night: Edgar vs. The Korean Zombie,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019","Busan, South Korea"
UFC 245: Usman vs. Covington,http://ufcstats.com/event-details/4565d435005319c0,"December 14, 2019","Las Vegas, Nevada, USA"
UFC Fight Night: Overeem vs. Rozenstruik,http://ufcstats.com/event-details/b09890ba7ce1d1e2,"December 07, 2019","Washington, DC, USA"
UFC Fight Night: Blachowicz vs. Jacare,http://ufcstats.com/event-details/81ca2c245b19b3c5,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Zabit vs. Kattar,http://ufcstats.com/event-details/8d5daf67983b65ba,"November 09, 2019","Moscow, Moscow, Russia"
UFC 244: Masvidal vs. Diaz,http://ufcstats.com/event-details/fd87b1bbfcde9d5e,"November 02, 2019","New York City, New York, USA"
UFC Fight Night: Maia vs. Askren,http://ufcstats.com/event-details/df05aa15b2d66f57,"October 26, 2019","Kallang, Singapore"
UFC Fight Night: Reyes vs. Weidman,http://ufcstats.com/event-details/3ae10ac4df3df05c,"October 18, 2019","Boston, Massachusetts, USA"
UFC Fight Night: Joanna vs. Waterson,http://ufcstats.com/event-details/0941df56f6ac954b,"October 12, 2019","Tampa, Florida, USA"
UFC 243: Whittaker vs. Adesanya,http://ufcstats.com/event-details/3cf68c1d17f66af7,"October 05, 2019","Melbourne, Victoria, Australia"
UFC Fight Night: Hermansson vs. Cannonier,http://ufcstats.com/event-details/1bf49bf829964144,"September 28, 2019","Copenhagen, Denmark"
UFC Fight Night: Rodriguez vs. Stephens,http://ufcstats.com/event-details/94a5aaf573f780ad,"September 21, 2019","Mexico City, Distrito Federal, Mexico"
UFC Fight Night: Cowboy vs. Gaethje,http://ufcstats.com/event-details/4834ff149dc9542a,"September 14, 2019","Vancouver, British Columbia, Canada"
UFC 242: Khabib vs. Poirier,http://ufcstats.com/event-details/a79bfbc01b2264d6,"September 07, 2019","Abu Dhabi, Abu Dhabi, United Arab Emirates"
UFC Fight Night: Andrade vs. Zhang,http://ufcstats.com/event-details/2c104b7e59a72629,"August 31, 2019","Shenzhen, Guangdong, China"
UFC 241: Cormier vs. Miocic 2,http://ufcstats.com/event-details/70167689d6a01793,"August 17, 2019","Anaheim, California, USA"
UFC Fight Night: Shevchenko vs. Carmouche 2,http://ufcstats.com/event-details/e5d03e4d966126bd,"August 10, 2019","Montevideo, Uruguay"
UFC Fight Night: Covington vs. Lawler,http://ufcstats.com/event-details/03da33a102d9a45f,"August 03, 2019","Newark, New Jersey, USA"
UFC 240: Holloway vs. Edgar,http://ufcstats.com/event-details/abcf7e55a0a9ed89,"July 27, 2019","Edmonton, Alberta, Canada"
UFC Fight Night: Dos Anjos vs. Edwards,http://ufcstats.com/event-details/9e0f28d1f639ad73,"July 20, 2019","San Antonio, Texas, USA"
UFC Fight Night: De Randamie vs. Ladd,http://ufcstats.com/event-details/2f8f3c69522db931,"July 13, 2019","Sacramento, California, USA"
UFC 239: Jones vs. Santos,http://ufcstats.com/event-details/6c9383ffab2725a5,"July 06, 2019","Las Vegas, Nevada, USA"
UFC Fight Night: Ngannou vs. Dos Santos,http://ufcstats.com/event-details/c0c1bc0766df4c00,"June 29, 2019","Minneapolis, Minnesota, USA"
UFC Fight Night: Moicano vs. The Korean Zombie,http://ufcstats.com/event-details/b16a7e6a627e9789,"June 22, 2019","Greenville, South Carolina, USA"
UFC 238: Cejudo vs. Moraes,http://ufcstats.com/event-details/e31502e3f79d00c5,"June 08, 2019","Chicago, Illinois, USA"
UFC Fight Night: Gustafsson vs. Smith,http://ufcstats.com/event-details/cbc071cb20ea59c7,"June 01, 2019","Stockholm, Sweden"
UFC Fight Night: Dos Anjos vs. Lee,http://ufcstats.com/event-details/6b8f28da9a483049,"May 18, 2019","Rochester, New York, USA"
UFC 237: Namajunas vs. Andrade,http://ufcstats.com/event-details/9de7c97e1c0d7927,"May 11, 2019","Rio de Janeiro, Rio de Janeiro, Brazil"
UFC Fight Night: Iaquinta vs. Cowboy,http://ufcstats.com/event-details/351264d11286d09a,"May 04, 2019","Ottawa, Ontario, Canada"
UFC Fight Night: Jacare vs. Hermansson,http://ufcstats.com/event-details/c912f676692c353a,"April 27, 2019","Sunrise, Florida, USA"
UFC Fight Night: Overeem vs. Oleinik,http://ufcstats.com/event-details/7dcf06c1967801c1,"April 20, 2019","Saint Petersburg, Saint Petersburg, Russia"
UFC 236: Holloway vs. Poirier 2,http://ufcstats.com/event-details/b0550072e5f0afa7,"April 13, 2019","Atlanta, Georgia, USA"
UFC Fight Night: Barboza vs. Gaethje,http://ufcstats.com/event-details/9649d75defe0dedb,"March 30, 2019","Philadelphia, Pennsylvania, USA"
UFC Fight Night: Thompson vs. Pettis,http://ufcstats.com/event-details/487c170da059857d,"March 23, 2019","Nashville, Tennessee, USA"
UFC Fight Night: Till vs. Masvidal,http://ufcstats.com/event-details/80eacd4da0617c57,"March 16, 2019","London, England, United Kingdom"
UFC Fight Night: Lewis vs. Dos Santos,http://ufcstats.com/event-details/e96d8538d3f9d0ed,"March 09, 2019","Wichita, Kansas, USA"
UFC 235: Jones vs. Smith,http://ufcstats.com/event-details/2d5fbe2103f97053,"March 02, 2019","Las Vegas, Nevada, USA"
UFC Fight Night: Blachowicz vs. Santos,http://ufcstats.com/event-details/6546af7ab545b90c,"February 23, 2019","Prague, Czech Republic"
UFC Fight Night: Ngannou vs. Velasquez,http://ufcstats.com/event-details/a7a79b8efbceaaac,"February 17, 2019","Phoenix, Arizona, USA"
UFC 234: Adesanya vs. Silva,http://ufcstats.com/event-details/b5882371e2a3900d,"February 09, 2019","Melbourne, Victoria, Australia"
UFC Fight Night: Assuncao vs. Moraes 2,http://ufcstats.com/event-details/84283233ec42be5f,"February 02, 2019","Fortaleza, Ceara, Brazil"
UFC Fight Night: Cejudo vs. Dillashaw,http://ufcstats.com/event-details/d4da8995fc91e7ef,"January 19, 2019","Brooklyn, New York, USA"
UFC 232: Jones vs. Gustafsson 2,http://ufcstats.com/event-details/c046100aea0dba9a,"December 29, 2018","Los Angeles, California, USA"
UFC Fight Night: Lee vs. Iaquinta,http://ufcstats.com/event-details/7a703c565ccaa18f,"December 15, 2018","Milwaukee, Wisconsin, USA"
UFC 231: Holloway vs. Ortega,http://ufcstats.com/event-details/2a74bbba57058f12,"December 08, 2018","Toronto, Ontario, Canada"
UFC Fight Night: Dos Santos vs. Tuivasa,http://ufcstats.com/event-details/d1d20e651e6cbc02,"December 01, 2018","Adelaide, South Australia, Australia"
The Ultimate Fighter: Heavy Hitters Finale,http://ufcstats.com/event-details/c7ac79839e86ce33,"November 30, 2018","Las Vegas, Nevada, USA"
UFC Fight Night: Blaydes vs. Ngannou 2,http://ufcstats.com/event-details/de25520d54eab12d,"November 24, 2018","Beijing, China"
UFC Fight Night: Magny vs. Ponzinibbio,http://ufcstats.com/event-details/aa3153a9941b4d44,"November 17, 2018","Buenos Aires, Buenos Aires, Argentina"
UFC Fight Night: Korean Zombie vs. Rodriguez,http://ufcstats.com/event-details/42c96a9c4802e2e1,"November 10, 2018","Denver, Colorado, USA"
UFC 230: Cormier vs. Lewis,http://ufcstats.com/event-details/20821819c401ced8,"November 03, 2018","New York City, New York, USA"
UFC Fight Night: Oezdemir vs. Smith,http://ufcstats.com/event-details/33a331684283900f,"October 27, 2018","Moncton, New Brunswick, Canada"
UFC 229: Khabib vs. McGregor,http://ufcstats.com/event-details/1ef0eae31904e534,"October 06, 2018","Las Vegas, Nevada, USA"
UFC Fight Night: Marreta vs. Anders,http://ufcstats.com/event-details/852454c572675334,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Hunt vs. Oleinik,http://ufcstats.com/event-details/8d49545dadf9b919,"September 15, 2018","Moscow, Moscow, Russia"
UFC 228: Woodley vs. Till,http://ufcstats.com/event-details/d5ae8074631762fc,"September 08, 2018","Dallas, Texas, USA"
UFC Fight Night: Gaethje vs. Vick,http://ufcstats.com/event-details/c0342805a1948cbb,"August 25, 2018","Lincoln, Nebraska, USA"
UFC 227: Dillashaw vs. Garbrandt 2,http://ufcstats.com/event-details/03b1e846b09f721d,"August 04, 2018","Los Angeles, California, USA"
UFC Fight Night: Alvarez vs. Poirier 2,http://ufcstats.com/event-details/322a56923b396b4d,"July 28, 2018","Calgary, Alberta, Canada"
UFC Fight Night: Shogun vs. Smith,http://ufcstats.com/event-details/4f732e58ed907eff,"July 22, 2018","Hamburg, Hamburg, Germany"
UFC Fight Night: Dos Santos vs. Ivanov,http://ufcstats.com/event-details/b45d6b73f4ca4467,"July 14, 2018","Boise, Idaho, USA"
UFC 226: Miocic vs. Cormier,http://ufcstats.com/event-details/35585d970300d45a,"July 07, 2018","Las Vegas, Nevada, USA"
The Ultimate Fighter: Undefeated Finale,http://ufcstats.com/event-details/8215e4fe24e8e81b,"July 06, 2018","Las Vegas, Nevada, USA"
UFC Fight Night: Cowboy vs. Edwards,http://ufcstats.com/event-details/ac5f67109accb482,"June 23, 2018","Kallang, Singapore"
UFC 225: Whittaker vs. Romero 2,http://ufcstats.com/event-details/2eae41f61776c60f,"June 09, 2018","Chicago, Illinois, USA"
UFC Fight Night: Rivera vs. Moraes,http://ufcstats.com/event-details/d29b5c4f22c6357d,"June 01, 2018","Utica, New York, USA"
UFC Fight Night: Thompson vs. Till,http://ufcstats.com/event-details/f5990c11974d8e9c,"May 27, 2018","Liverpool, England, United Kingdom"
UFC Fight Night: Maia vs. Usman,http://ufcstats.com/event-details/3144121470023e9a,"May 19, 2018","Santiago, Chile"
UFC 224: Nunes vs. Pennington,http://ufcstats.com/event-details/67ec58d7cf599835,"May 12, 2018","Rio de Janeiro, Rio de Janeiro, Brazil"
UFC Fight Night: Barboza vs. Lee,http://ufcstats.com/event-details/ad99fa5325519169,"April 21, 2018","Atlantic City, New Jersey, USA"
UFC Fight Night: Poirier vs. Gaethje,http://ufcstats.com/event-details/620be7e0712d431b,"April 14, 2018","Glendale, Arizona, USA"
UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/event-details/49e7e05f902479ca,"April 07, 2018","Brooklyn, New York, USA"
UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/event-details/eed2b71d77d95416,"March 17, 2018","London, England, United Kingdom"
UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/event-details/7929be8290289a47,"March 03, 2018","Las Vegas, Nevada, USA"
UFC Fight Night: Emmett vs. Stephens,http://ufcstats.com/event-details/daa89f01e1c0f42a,"February 24, 2018","Orlando, Florida, USA"
UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/event-details/d181689653115b6a,"February 18, 2018","Austin, Texas, USA"
UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,"February 10, 2018","Perth, Western Australia, Australia"
UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,"February 03, 2018","Belem, Para, Brazil"
UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,"January 27, 2018","Charlotte, North Carolina, USA"
UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,"January 20, 2018","Boston, Massachusetts, USA"
UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,"January 14, 2018","St. Louis, Missouri, USA"
UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,"December 30, 2017","Las Vegas, Nevada, USA"
UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,"December 16, 2017","Winnipeg, Manitoba, Canada"
UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,"December 09, 2017","Fresno, California, USA"
UFC 218: Holloway vs. Aldo 2,http://ufcstats.com/event-details/9e30f69cc0869301,"December 02, 2017","Detroit, Michigan, USA"
The Ultimate Fighter: A New World Champion Finale,http://ufcstats.com/event-details/30e8b4505f5ccf92,"December 01, 2017","Las Vegas, Nevada, USA"
UFC Fight Night: Bisping vs. Gastelum,http://ufcstats.com/event-details/e7bc606d269896aa,"November 25, 2017","Shanghai, Hebei, China"
UFC Fight Night: Werdum vs. Tybura,http://ufcstats.com/event-details/caced97768818230,"November 18, 2017","Sydney, New South Wales, Australia"
UFC Fight Night: Poirier vs. Pettis,http://ufcstats.com/event-details/d856a0080ac09ed7,"November 11, 2017","Norfolk, Virginia, USA"
UFC 217: Bisping vs. St-Pierre,http://ufcstats.com/event-details/a25b71fe5e31fa97,"November 04, 2017","New York City, New York, USA"
UFC Fight Night: Brunson vs. Machida,http://ufcstats.com/event-details/a7724f51e32e763e,"October 28, 2017","Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Cerrone vs. Till,http://ufcstats.com/event-details/d6b68eaf4b68b160,"October 21, 2017","Gdansk, Poland"
UFC 216: Ferguson vs. Lee,http://ufcstats.com/event-details/cc5834a495d1ea08,"October 07, 2017","Las Vegas, Nevada, USA"
UFC Fight Night: Saint Preux vs. Okami,http://ufcstats.com/event-details/9211aae062b799d6,"September 22, 2017","Saitama, Saitama, Japan"
UFC Fight Night: Rockhold vs. Branch,http://ufcstats.com/event-details/1979c80150f630c4,"September 16, 2017","Pittsburgh, Pennsylvania, USA"
UFC 215: Nunes vs Shevchenko 2,http://ufcstats.com/event-details/d86e913c548c07c2,"September 09, 2017","Edmonton, Alberta, Canada"
UFC Fight Night: Volkov vs. Struve,http://ufcstats.com/event-details/a3244e3238541482,"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands"
UFC Fight Night: Pettis vs. Moreno,http://ufcstats.com/event-details/f4a031ac205ac580,"August 05, 2017","Mexico City, Distrito Federal, Mexico"
UFC 214: Cormier vs. Jones 2,http://ufcstats.com/event-details/ff9578cdbfabd323,"July 29, 2017","Anaheim, California, USA"
UFC Fight Night: Weidman vs. Gastelum,http://ufcstats.com/event-details/9f3d6ddef3d3cccc,"July 22, 2017","Uniondale, New York, USA"
UFC Fight Night: Nelson vs. Ponzinibbio,http://ufcstats.com/event-details/d7907a9a968e4d29,"July 16, 2017","Glasgow, Scotland, United Kingdom"
UFC 213: Romero vs. Whittaker,http://ufcstats.com/event-details/686cccbf1a4de453,"July 08, 2017","Las Vegas, Nevada, USA"
The Ultimate Fighter: Redemption Finale,http://ufcstats.com/event-details/23bd78c3f89bdb54,"July 07, 2017","Las Vegas, Nevada, USA"
UFC Fight Night: Chiesa vs. Lee,http://ufcstats.com/event-details/99bf06f20491cb54,"June 25, 2017","Oklahoma City, Oklahoma, USA"
UFC Fight Night: Holm vs. Correia,http://ufcstats.com/event-details/353de740bb6c7e75,"June 17, 2017","Kallang, Singapore"
UFC Fight Night: Lewis vs. Hunt,http://ufcstats.com/event-details/90e7447d8b7f3f35,"June 10, 2017","Auckland, New Zealand"
UFC 212: Aldo vs. Holloway,http://ufcstats.com/event-details/1507214bbc7a79e2,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil"
UFC Fight Night: Gustafsson vs. Teixeira,http://ufcstats.com/event-details/1c7cce2f5c17160d,"May 28, 2017","Stockholm, Sweden"
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,"May 13, 2017","Dallas, Texas, USA"
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,"April 22, 2017","Nashville, Tennessee, USA"
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,"April 15, 2017","Kansas City, Missouri, USA"
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,"April 08, 2017","Buffalo, New York, USA"
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,"March 18, 2017","London, England, United Kingdom"
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,"March 11, 2017","Fortaleza, Ceara, Brazil"
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,"March 04, 2017","Las Vegas, Nevada, USA"
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,"February 19, 2017","Halifax, Nova Scotia, Canada"
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,"February 11, 2017","Brooklyn, New York, USA"
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,"February 04, 2017","Houston, Texas, USA"
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,"January 28, 2017","Denver, Colorado, USA"
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,"January 15, 2017","Phoenix, Arizona, USA"
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,"December 30, 2016","Las Vegas, Nevada, USA"
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,"December 17, 2016","Sacramento, California, USA"
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,"December 10, 2016","Toronto, Ontario, Canada"
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,"December 09, 2016","Albany, New York, USA"
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,"December 03, 2016","Las Vegas, Nevada, USA"
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,"November 26, 2016","Melbourne, Victoria, Australia"
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,"November 19, 2016","Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,"November 19, 2016","Belfast, Northern Ireland, United Kingdom"
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,"November 12, 2016","New York City, New York, USA"
UFC Fight Night: Dos Anjos vs. Ferguson,http://ufcstats.com/event-details/6083f497c22cc075,"November 05, 2016","Mexico City, Distrito Federal, Mexico"
UFC 204: Bisping vs. Henderson,http://ufcstats.com/event-details/154a6b3ffae264cd,"October 08, 2016","Manchester, England, United Kingdom"
UFC Fight Night: Lineker vs. Dodson,http://ufcstats.com/event-details/a196332ee4aa8a82,"October 01, 2016","Portland, Oregon, USA"
UFC Fight Night: Cyborg vs. Lansberg,http://ufcstats.com/event-details/e18012194473e8b0,"September 24, 2016","Brasilia, Distrito Federal, Brazil"
UFC Fight Night: Poirier vs. Johnson,http://ufcstats.com/event-details/d6455cb4bee503ce,"September 17, 2016","Hidalgo, Texas, USA"
UFC 203: Miocic vs. Overeem,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,"September 10, 2016","Cleveland, Ohio, USA"
UFC Fight Night: Arlovski vs. Barnett,http://ufcstats.com/event-details/2b4faacc16d66898,"September 03, 2016","Hamburg, Hamburg, Germany"
UFC on FOX: Maia vs. Condit,http://ufcstats.com/event-details/cfbccfed4e4796fe,"August 27, 2016","Vancouver, British Columbia, Canada"
